,states,districts,confirmed,delta,date
0,Kerala,Thrissur,13,0,Tue Apr 21 09:19:18 2020
1,Kerala,Alappuzha,5,0,Tue Apr 21 09:19:18 2020
2,Kerala,Kasaragod,169,0,Tue Apr 21 09:19:18 2020
3,Kerala,Pathanamthitta,17,0,Tue Apr 21 09:19:18 2020
4,Kerala,Kannur,92,0,Tue Apr 21 09:19:18 2020
5,Kerala,Ernakulam,24,0,Tue Apr 21 09:19:18 2020
6,Kerala,Kottayam,3,0,Tue Apr 21 09:19:18 2020
7,Kerala,Thiruvananthapuram,14,0,Tue Apr 21 09:19:18 2020
8,Kerala,Idukki,10,0,Tue Apr 21 09:19:18 2020
9,Kerala,Malappuram,20,0,Tue Apr 21 09:19:18 2020
10,Kerala,Kozhikode,20,0,Tue Apr 21 09:19:18 2020
11,Kerala,Palakkad,8,0,Tue Apr 21 09:19:18 2020
12,Kerala,Wayanad,3,0,Tue Apr 21 09:19:18 2020
13,Kerala,Kollam,9,0,Tue Apr 21 09:19:18 2020
14,Delhi,East Delhi,1,0,Tue Apr 21 09:19:18 2020
15,Delhi,South West Delhi,3,0,Tue Apr 21 09:19:18 2020
16,Delhi,West Delhi,2,0,Tue Apr 21 09:19:18 2020
17,Delhi,North Delhi,3,0,Tue Apr 21 09:19:18 2020
18,Delhi,New Delhi,5,0,Tue Apr 21 09:19:18 2020
19,Delhi,South Delhi,26,0,Tue Apr 21 09:19:18 2020
20,Delhi,North East Delhi,1,0,Tue Apr 21 09:19:18 2020
21,Delhi,North West Delhi,3,0,Tue Apr 21 09:19:18 2020
22,Delhi,Unknown,2037,0,Tue Apr 21 09:19:18 2020
23,Telangana,Hyderabad,498,0,Tue Apr 21 09:19:18 2020
24,Telangana,Karimnagar,19,0,Tue Apr 21 09:19:18 2020
25,Telangana,Bhadradri Kothagudem,4,0,Tue Apr 21 09:19:18 2020
26,Telangana,Ranga Reddy,25,0,Tue Apr 21 09:19:18 2020
27,Telangana,Medchal Malkajgiri,7,0,Tue Apr 21 09:19:18 2020
28,Telangana,Rajanna Sircilla,3,0,Tue Apr 21 09:19:18 2020
29,Telangana,Khammam,7,0,Tue Apr 21 09:19:18 2020
30,Telangana,Warangal Urban,21,0,Tue Apr 21 09:19:18 2020
31,Telangana,Unknown,22,0,Tue Apr 21 09:19:18 2020
32,Telangana,Vikarabad,37,0,Tue Apr 21 09:19:18 2020
33,Telangana,Suryapet,43,0,Tue Apr 21 09:19:18 2020
34,Telangana,Siddipet,1,0,Tue Apr 21 09:19:18 2020
35,Telangana,Sangareddy,7,0,Tue Apr 21 09:19:18 2020
36,Telangana,Nizamabad,59,0,Tue Apr 21 09:19:18 2020
37,Telangana,Medak,5,0,Tue Apr 21 09:19:18 2020
38,Telangana,Mahabubnagar,11,0,Tue Apr 21 09:19:18 2020
39,Telangana,Mahabubabad,1,0,Tue Apr 21 09:19:18 2020
40,Telangana,Adilabad,16,0,Tue Apr 21 09:19:18 2020
41,Telangana,Nirmal,17,0,Tue Apr 21 09:19:18 2020
42,Telangana,Peddapalli,2,0,Tue Apr 21 09:19:18 2020
43,Telangana,Jagitial,3,0,Tue Apr 21 09:19:18 2020
44,Telangana,Jogulamba Gadwal,26,0,Tue Apr 21 09:19:18 2020
45,Telangana,Nalgonda,15,0,Tue Apr 21 09:19:18 2020
46,Telangana,Nagarkurnool,2,0,Tue Apr 21 09:19:18 2020
47,Telangana,Mulugu,2,0,Tue Apr 21 09:19:18 2020
48,Telangana,Kamareddy,11,0,Tue Apr 21 09:19:18 2020
49,Telangana,Jayashankar,3,0,Tue Apr 21 09:19:18 2020
50,Telangana,Jangoan,2,0,Tue Apr 21 09:19:18 2020
51,Telangana,Kumuram Bheem Asifabad,3,0,Tue Apr 21 09:19:18 2020
52,Rajasthan,Italians*,2,0,Tue Apr 21 09:19:18 2020
53,Rajasthan,Jaipur,585,0,Tue Apr 21 09:19:18 2020
54,Rajasthan,Jhunjhunu,39,0,Tue Apr 21 09:19:18 2020
55,Rajasthan,Bhilwara,29,0,Tue Apr 21 09:19:18 2020
56,Rajasthan,Jodhpur,260,0,Tue Apr 21 09:19:18 2020
57,Rajasthan,Pali,2,0,Tue Apr 21 09:19:18 2020
58,Rajasthan,Sikar,2,0,Tue Apr 21 09:19:18 2020
59,Rajasthan,Pratapgarh,2,0,Tue Apr 21 09:19:18 2020
60,Rajasthan,Dungarpur,5,0,Tue Apr 21 09:19:18 2020
61,Rajasthan,Churu,14,0,Tue Apr 21 09:19:18 2020
62,Rajasthan,Ajmer,24,0,Tue Apr 21 09:19:18 2020
63,Rajasthan,Evacuees*,61,0,Tue Apr 21 09:19:18 2020
64,Rajasthan,Alwar,7,0,Tue Apr 21 09:19:18 2020
65,Rajasthan,Tonk,96,0,Tue Apr 21 09:19:18 2020
66,Rajasthan,Dhaulpur,1,0,Tue Apr 21 09:19:18 2020
67,Rajasthan,Udaipur,4,0,Tue Apr 21 09:19:18 2020
68,Rajasthan,Bharatpur,102,0,Tue Apr 21 09:19:18 2020
69,Rajasthan,Bikaner,37,0,Tue Apr 21 09:19:18 2020
70,Rajasthan,Dausa,13,0,Tue Apr 21 09:19:18 2020
