,states,districts,confirmed,delta,date
0,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Tue Apr 21 18:24:37 2020
1,Andaman and Nicobar Islands,South Andaman,15,0,Tue Apr 21 18:24:37 2020
2,Andhra Pradesh,Anantapur,36,3,Tue Apr 21 18:24:37 2020
3,Andhra Pradesh,Chittoor,53,0,Tue Apr 21 18:24:37 2020
4,Andhra Pradesh,East Godavari,26,0,Tue Apr 21 18:24:37 2020
5,Andhra Pradesh,Guntur,157,9,Tue Apr 21 18:24:37 2020
6,Andhra Pradesh,Krishna,83,3,Tue Apr 21 18:24:37 2020
7,Andhra Pradesh,Kurnool,184,10,Tue Apr 21 18:24:37 2020
8,Andhra Pradesh,Prakasam,44,0,Tue Apr 21 18:24:37 2020
9,Andhra Pradesh,S.P.S. Nellore,68,0,Tue Apr 21 18:24:37 2020
10,Andhra Pradesh,Visakhapatnam,21,0,Tue Apr 21 18:24:37 2020
11,Andhra Pradesh,West Godavari,39,4,Tue Apr 21 18:24:37 2020
12,Andhra Pradesh,Y.S.R.,46,6,Tue Apr 21 18:24:37 2020
13,Arunachal Pradesh,Lohit,1,0,Tue Apr 21 18:24:37 2020
14,Assam,Cachar,2,0,Tue Apr 21 18:24:37 2020
15,Assam,Dhubri,4,0,Tue Apr 21 18:24:37 2020
16,Assam,Goalpara,4,0,Tue Apr 21 18:24:37 2020
17,Assam,Golaghat,1,0,Tue Apr 21 18:24:37 2020
18,Assam,Hailakandi,1,0,Tue Apr 21 18:24:37 2020
19,Assam,Jorhat,8,0,Tue Apr 21 18:24:37 2020
20,Assam,Kamrup,1,0,Tue Apr 21 18:24:37 2020
21,Assam,Kamrup Metropolitan,6,0,Tue Apr 21 18:24:37 2020
22,Assam,Lakhimpur,1,0,Tue Apr 21 18:24:37 2020
23,Assam,Morigaon,3,0,Tue Apr 21 18:24:37 2020
24,Assam,Nalbari,3,0,Tue Apr 21 18:24:37 2020
25,Assam,South Salmara Mancachar,1,0,Tue Apr 21 18:24:37 2020
26,Bihar,Begusarai,9,0,Tue Apr 21 18:24:37 2020
27,Bihar,Bhagalpur,1,0,Tue Apr 21 18:24:37 2020
28,Bihar,Bhojpur,1,0,Tue Apr 21 18:24:37 2020
29,Bihar,Buxar,4,0,Tue Apr 21 18:24:37 2020
30,Bihar,Gaya,5,0,Tue Apr 21 18:24:37 2020
31,Bihar,Gopalganj,3,0,Tue Apr 21 18:24:37 2020
32,Bihar,Lakhisarai,1,0,Tue Apr 21 18:24:37 2020
33,Bihar,Munger,20,0,Tue Apr 21 18:24:37 2020
34,Bihar,Nalanda,28,0,Tue Apr 21 18:24:37 2020
35,Bihar,Nawada,3,0,Tue Apr 21 18:24:37 2020
36,Bihar,Patna,7,0,Tue Apr 21 18:24:37 2020
37,Bihar,Saran,1,0,Tue Apr 21 18:24:37 2020
38,Bihar,Siwan,29,0,Tue Apr 21 18:24:37 2020
39,Bihar,Vaishali,1,0,Tue Apr 21 18:24:37 2020
40,Bihar,Unknown,13,13,Tue Apr 21 18:24:37 2020
41,Chandigarh,Chandigarh,26,0,Tue Apr 21 18:24:37 2020
42,Chhattisgarh,Bilaspur,1,0,Tue Apr 21 18:24:37 2020
43,Chhattisgarh,Durg,1,0,Tue Apr 21 18:24:37 2020
44,Chhattisgarh,Korba,28,0,Tue Apr 21 18:24:37 2020
45,Chhattisgarh,Raipur,5,0,Tue Apr 21 18:24:37 2020
46,Chhattisgarh,Rajnandgaon,1,0,Tue Apr 21 18:24:37 2020
47,Delhi,East Delhi,1,0,Tue Apr 21 18:24:37 2020
48,Delhi,New Delhi,5,0,Tue Apr 21 18:24:37 2020
49,Delhi,North Delhi,3,0,Tue Apr 21 18:24:37 2020
50,Delhi,North East Delhi,1,0,Tue Apr 21 18:24:37 2020
51,Delhi,North West Delhi,3,0,Tue Apr 21 18:24:37 2020
52,Delhi,South Delhi,26,0,Tue Apr 21 18:24:37 2020
53,Delhi,South West Delhi,3,0,Tue Apr 21 18:24:37 2020
54,Delhi,West Delhi,2,0,Tue Apr 21 18:24:37 2020
55,Delhi,Unknown,2037,0,Tue Apr 21 18:24:37 2020
56,Goa,North Goa,4,0,Tue Apr 21 18:24:37 2020
57,Goa,Unknown,3,0,Tue Apr 21 18:24:37 2020
58,Gujarat,Ahmadabad,1298,50,Tue Apr 21 18:24:37 2020
59,Gujarat,Anand,28,0,Tue Apr 21 18:24:37 2020
60,Gujarat,Aravalli,8,1,Tue Apr 21 18:24:37 2020
61,Gujarat,Banas Kantha,10,0,Tue Apr 21 18:24:37 2020
62,Gujarat,Bharuch,23,0,Tue Apr 21 18:24:37 2020
63,Gujarat,Bhavnagar,32,0,Tue Apr 21 18:24:37 2020
64,Gujarat,Botad,5,0,Tue Apr 21 18:24:37 2020
65,Gujarat,Chota Udaipur,7,0,Tue Apr 21 18:24:37 2020
66,Gujarat,Dahod,3,0,Tue Apr 21 18:24:37 2020
67,Gujarat,Gandhinagar,17,0,Tue Apr 21 18:24:37 2020
68,Gujarat,Gir Somnath,3,1,Tue Apr 21 18:24:37 2020
69,Gujarat,Jamnagar,1,0,Tue Apr 21 18:24:37 2020
70,Gujarat,Kachchh,6,0,Tue Apr 21 18:24:37 2020
71,Gujarat,Kheda,3,1,Tue Apr 21 18:24:37 2020
72,Gujarat,Mahesana,6,0,Tue Apr 21 18:24:37 2020
73,Gujarat,Mahisagar,3,0,Tue Apr 21 18:24:37 2020
74,Gujarat,Morbi,1,0,Tue Apr 21 18:24:37 2020
75,Gujarat,Narmada,12,0,Tue Apr 21 18:24:37 2020
76,Gujarat,Panch Mahals,11,0,Tue Apr 21 18:24:37 2020
77,Gujarat,Patan,15,0,Tue Apr 21 18:24:37 2020
78,Gujarat,Porbandar,3,0,Tue Apr 21 18:24:37 2020
79,Gujarat,Rajkot,40,2,Tue Apr 21 18:24:37 2020
80,Gujarat,Sabar Kantha,2,0,Tue Apr 21 18:24:37 2020
81,Gujarat,Surat,338,69,Tue Apr 21 18:24:37 2020
82,Gujarat,Tapi,1,1,Tue Apr 21 18:24:37 2020
83,Gujarat,Vadodara,188,0,Tue Apr 21 18:24:37 2020
84,Gujarat,Valsad,2,2,Tue Apr 21 18:24:37 2020
85,Haryana,Ambala,11,0,Tue Apr 21 18:24:37 2020
86,Haryana,Bhiwani,3,0,Tue Apr 21 18:24:37 2020
87,Haryana,Charki Dadri,1,0,Tue Apr 21 18:24:37 2020
88,Haryana,Faridabad,42,0,Tue Apr 21 18:24:37 2020
89,Haryana,Fatehabad,1,0,Tue Apr 21 18:24:37 2020
90,Haryana,Gurugram,37,1,Tue Apr 21 18:24:37 2020
91,Haryana,Hisar,2,0,Tue Apr 21 18:24:37 2020
92,Haryana,Jind,2,0,Tue Apr 21 18:24:37 2020
93,Haryana,Kaithal,2,0,Tue Apr 21 18:24:37 2020
94,Haryana,Karnal,6,0,Tue Apr 21 18:24:37 2020
95,Haryana,Kurukshetra,2,0,Tue Apr 21 18:24:37 2020
96,Haryana,Nuh,57,0,Tue Apr 21 18:24:37 2020
97,Haryana,Palwal,34,0,Tue Apr 21 18:24:37 2020
98,Haryana,Panchkula,18,0,Tue Apr 21 18:24:37 2020
99,Haryana,Panipat,5,0,Tue Apr 21 18:24:37 2020
100,Haryana,Rohtak,1,0,Tue Apr 21 18:24:37 2020
101,Haryana,Sirsa,4,0,Tue Apr 21 18:24:37 2020
102,Haryana,Sonipat,7,0,Tue Apr 21 18:24:37 2020
103,Haryana,Yamunanagar,3,0,Tue Apr 21 18:24:37 2020
104,Haryana,Italians*,14,0,Tue Apr 21 18:24:37 2020
105,Himachal Pradesh,Chamba,6,0,Tue Apr 21 18:24:37 2020
106,Himachal Pradesh,Kangra,5,0,Tue Apr 21 18:24:37 2020
107,Himachal Pradesh,Sirmaur,1,0,Tue Apr 21 18:24:37 2020
108,Himachal Pradesh,Solan,9,0,Tue Apr 21 18:24:37 2020
109,Himachal Pradesh,Una,15,0,Tue Apr 21 18:24:37 2020
110,Himachal Pradesh,Unknown,3,0,Tue Apr 21 18:24:37 2020
111,Jammu and Kashmir,Anantnag,7,0,Tue Apr 21 18:24:37 2020
112,Jammu and Kashmir,Badgam,14,0,Tue Apr 21 18:24:37 2020
113,Jammu and Kashmir,Bandipore,91,0,Tue Apr 21 18:24:37 2020
114,Jammu and Kashmir,Baramula,44,0,Tue Apr 21 18:24:37 2020
115,Jammu and Kashmir,Ganderbal,14,0,Tue Apr 21 18:24:37 2020
116,Jammu and Kashmir,Jammu,26,0,Tue Apr 21 18:24:37 2020
117,Jammu and Kashmir,Kishtwar,1,0,Tue Apr 21 18:24:37 2020
118,Jammu and Kashmir,Kulgam,6,0,Tue Apr 21 18:24:37 2020
119,Jammu and Kashmir,Kupwara,33,0,Tue Apr 21 18:24:37 2020
120,Jammu and Kashmir,Pulwama,3,0,Tue Apr 21 18:24:37 2020
121,Jammu and Kashmir,Rajouri,4,0,Tue Apr 21 18:24:37 2020
122,Jammu and Kashmir,Samba,4,0,Tue Apr 21 18:24:37 2020
123,Jammu and Kashmir,Shupiyan,22,0,Tue Apr 21 18:24:37 2020
124,Jammu and Kashmir,Srinagar,79,0,Tue Apr 21 18:24:37 2020
125,Jammu and Kashmir,Udhampur,20,0,Tue Apr 21 18:24:37 2020
126,Jharkhand,Bokaro,11,0,Tue Apr 21 18:24:37 2020
127,Jharkhand,Deoghar,1,0,Tue Apr 21 18:24:37 2020
128,Jharkhand,Dhanbad,2,0,Tue Apr 21 18:24:37 2020
129,Jharkhand,Giridih,1,0,Tue Apr 21 18:24:37 2020
130,Jharkhand,Hazaribagh,3,0,Tue Apr 21 18:24:37 2020
131,Jharkhand,Kodarma,1,0,Tue Apr 21 18:24:37 2020
132,Jharkhand,Ranchi,25,0,Tue Apr 21 18:24:37 2020
133,Jharkhand,Simdega,2,0,Tue Apr 21 18:24:37 2020
134,Karnataka,Bagalkote,21,0,Tue Apr 21 18:24:37 2020
135,Karnataka,Ballari,13,0,Tue Apr 21 18:24:37 2020
136,Karnataka,Belagavi,42,0,Tue Apr 21 18:24:37 2020
137,Karnataka,Bengaluru,100,0,Tue Apr 21 18:24:37 2020
138,Karnataka,Bengaluru Rural,5,0,Tue Apr 21 18:24:37 2020
139,Karnataka,Bidar,15,0,Tue Apr 21 18:24:37 2020
140,Karnataka,Chikkaballapura,13,0,Tue Apr 21 18:24:37 2020
141,Karnataka,Dakshina Kannada,15,0,Tue Apr 21 18:24:37 2020
142,Karnataka,Davanagere,3,0,Tue Apr 21 18:24:37 2020
143,Karnataka,Dharwad,7,0,Tue Apr 21 18:24:37 2020
144,Karnataka,Gadag,4,0,Tue Apr 21 18:24:37 2020
145,Karnataka,Kalaburagi,27,0,Tue Apr 21 18:24:37 2020
146,Karnataka,Kodagu,1,0,Tue Apr 21 18:24:37 2020
147,Karnataka,Mandya,12,0,Tue Apr 21 18:24:37 2020
148,Karnataka,Mysuru,84,0,Tue Apr 21 18:24:37 2020
149,Karnataka,Tumakuru,1,0,Tue Apr 21 18:24:37 2020
150,Karnataka,Udupi,3,0,Tue Apr 21 18:24:37 2020
151,Karnataka,Uttara Kannada,10,0,Tue Apr 21 18:24:37 2020
152,Karnataka,Vijayapura,32,0,Tue Apr 21 18:24:37 2020
153,Karnataka,Unknown,10,10,Tue Apr 21 18:24:37 2020
154,Kerala,Alappuzha,5,0,Tue Apr 21 18:24:37 2020
155,Kerala,Ernakulam,24,0,Tue Apr 21 18:24:37 2020
156,Kerala,Idukki,10,0,Tue Apr 21 18:24:37 2020
157,Kerala,Kannur,92,0,Tue Apr 21 18:24:37 2020
158,Kerala,Kasaragod,169,0,Tue Apr 21 18:24:37 2020
159,Kerala,Kollam,9,0,Tue Apr 21 18:24:37 2020
160,Kerala,Kottayam,3,0,Tue Apr 21 18:24:37 2020
161,Kerala,Kozhikode,20,0,Tue Apr 21 18:24:37 2020
162,Kerala,Malappuram,20,0,Tue Apr 21 18:24:37 2020
163,Kerala,Palakkad,8,0,Tue Apr 21 18:24:37 2020
164,Kerala,Pathanamthitta,17,0,Tue Apr 21 18:24:37 2020
165,Kerala,Thiruvananthapuram,14,0,Tue Apr 21 18:24:37 2020
166,Kerala,Thrissur,13,0,Tue Apr 21 18:24:37 2020
167,Kerala,Wayanad,3,0,Tue Apr 21 18:24:37 2020
168,Kerala,Unknown,19,19,Tue Apr 21 18:24:37 2020
169,Ladakh,Kargil,4,0,Tue Apr 21 18:24:37 2020
170,Ladakh,Leh,14,0,Tue Apr 21 18:24:37 2020
171,Madhya Pradesh,Agar Malwa,11,3,Tue Apr 21 18:24:37 2020
172,Madhya Pradesh,Alirajpur,1,0,Tue Apr 21 18:24:37 2020
173,Madhya Pradesh,Barwani,24,0,Tue Apr 21 18:24:37 2020
174,Madhya Pradesh,Betul,1,0,Tue Apr 21 18:24:37 2020
175,Madhya Pradesh,Bhopal,285,31,Tue Apr 21 18:24:37 2020
176,Madhya Pradesh,Chhindwara,4,0,Tue Apr 21 18:24:37 2020
177,Madhya Pradesh,Dewas,20,1,Tue Apr 21 18:24:37 2020
178,Madhya Pradesh,Dhar,41,5,Tue Apr 21 18:24:37 2020
179,Madhya Pradesh,Gwalior,6,0,Tue Apr 21 18:24:37 2020
180,Madhya Pradesh,Hoshangabad,25,0,Tue Apr 21 18:24:37 2020
181,Madhya Pradesh,Indore,915,18,Tue Apr 21 18:24:37 2020
182,Madhya Pradesh,Jabalpur,26,5,Tue Apr 21 18:24:37 2020
183,Madhya Pradesh,Khandwa,32,0,Tue Apr 21 18:24:37 2020
184,Madhya Pradesh,Khargone,41,0,Tue Apr 21 18:24:37 2020
185,Madhya Pradesh,Mandsaur,8,0,Tue Apr 21 18:24:37 2020
186,Madhya Pradesh,Morena,16,0,Tue Apr 21 18:24:37 2020
187,Madhya Pradesh,Raisen,24,0,Tue Apr 21 18:24:37 2020
188,Madhya Pradesh,Rajgarh,1,0,Tue Apr 21 18:24:37 2020
189,Madhya Pradesh,Ratlam,9,0,Tue Apr 21 18:24:37 2020
190,Madhya Pradesh,Sagar,2,0,Tue Apr 21 18:24:37 2020
191,Madhya Pradesh,Satna,2,0,Tue Apr 21 18:24:37 2020
192,Madhya Pradesh,Shajapur,6,0,Tue Apr 21 18:24:37 2020
193,Madhya Pradesh,Sheopur,4,0,Tue Apr 21 18:24:37 2020
194,Madhya Pradesh,Shivpuri,2,0,Tue Apr 21 18:24:37 2020
195,Madhya Pradesh,Tikamgarh,1,0,Tue Apr 21 18:24:37 2020
196,Madhya Pradesh,Ujjain,33,6,Tue Apr 21 18:24:37 2020
197,Madhya Pradesh,Vidisha,13,0,Tue Apr 21 18:24:37 2020
198,Madhya Pradesh,Other Region*,1,0,Tue Apr 21 18:24:37 2020
199,Madhya Pradesh,Unknown,-2,-2,Tue Apr 21 18:24:37 2020
200,Maharashtra,Ahmadnagar,29,0,Tue Apr 21 18:24:37 2020
201,Maharashtra,Akola,15,0,Tue Apr 21 18:24:37 2020
202,Maharashtra,Amravati,6,0,Tue Apr 21 18:24:37 2020
203,Maharashtra,Aurangabad,28,0,Tue Apr 21 18:24:37 2020
204,Maharashtra,Bid,1,0,Tue Apr 21 18:24:37 2020
205,Maharashtra,Buldana,21,0,Tue Apr 21 18:24:37 2020
206,Maharashtra,Chandrapur,2,0,Tue Apr 21 18:24:37 2020
207,Maharashtra,Dhule,1,0,Tue Apr 21 18:24:37 2020
208,Maharashtra,Gondiya,1,0,Tue Apr 21 18:24:37 2020
209,Maharashtra,Hingoli,1,0,Tue Apr 21 18:24:37 2020
210,Maharashtra,Jalgaon,2,0,Tue Apr 21 18:24:37 2020
211,Maharashtra,Jalna,2,0,Tue Apr 21 18:24:37 2020
212,Maharashtra,Kolhapur,5,0,Tue Apr 21 18:24:37 2020
213,Maharashtra,Latur,8,0,Tue Apr 21 18:24:37 2020
214,Maharashtra,Mumbai,2455,0,Tue Apr 21 18:24:37 2020
215,Maharashtra,Nagpur,60,0,Tue Apr 21 18:24:37 2020
216,Maharashtra,Nandurbar,1,0,Tue Apr 21 18:24:37 2020
217,Maharashtra,Nashik,53,0,Tue Apr 21 18:24:37 2020
218,Maharashtra,Osmanabad,3,0,Tue Apr 21 18:24:37 2020
219,Maharashtra,Palghar,83,0,Tue Apr 21 18:24:37 2020
220,Maharashtra,Parbhani,1,0,Tue Apr 21 18:24:37 2020
221,Maharashtra,Pune,591,0,Tue Apr 21 18:24:37 2020
222,Maharashtra,Raigarh,42,0,Tue Apr 21 18:24:37 2020
223,Maharashtra,Ratnagiri,6,0,Tue Apr 21 18:24:37 2020
224,Maharashtra,Sangli,26,0,Tue Apr 21 18:24:37 2020
225,Maharashtra,Satara,11,0,Tue Apr 21 18:24:37 2020
226,Maharashtra,Sindhudurg,1,0,Tue Apr 21 18:24:37 2020
227,Maharashtra,Solapur,14,0,Tue Apr 21 18:24:37 2020
228,Maharashtra,Thane,362,0,Tue Apr 21 18:24:37 2020
229,Maharashtra,Washim,1,0,Tue Apr 21 18:24:37 2020
230,Maharashtra,Yavatmal,13,0,Tue Apr 21 18:24:37 2020
231,Maharashtra,Other States*,11,0,Tue Apr 21 18:24:37 2020
232,Maharashtra,Unknown,810,0,Tue Apr 21 18:24:37 2020
233,Manipur,Imphal East,1,0,Tue Apr 21 18:24:37 2020
234,Manipur,Imphal West,1,0,Tue Apr 21 18:24:37 2020
235,Meghalaya,East Khasi Hills,7,0,Tue Apr 21 18:24:37 2020
236,Meghalaya,Unknown,5,1,Tue Apr 21 18:24:37 2020
237,Mizoram,Aizawl,1,0,Tue Apr 21 18:24:37 2020
238,Odisha,Baleshwar,8,5,Tue Apr 21 18:24:37 2020
239,Odisha,Bhadrak,8,0,Tue Apr 21 18:24:37 2020
240,Odisha,Cuttack,1,0,Tue Apr 21 18:24:37 2020
241,Odisha,Dhenkanal,1,0,Tue Apr 21 18:24:37 2020
242,Odisha,Jajapur,7,0,Tue Apr 21 18:24:37 2020
243,Odisha,Kalahandi,2,0,Tue Apr 21 18:24:37 2020
244,Odisha,Kendrapara,2,0,Tue Apr 21 18:24:37 2020
245,Odisha,Khordha,46,0,Tue Apr 21 18:24:37 2020
246,Odisha,Puri,1,0,Tue Apr 21 18:24:37 2020
247,Odisha,Sundargarh,3,0,Tue Apr 21 18:24:37 2020
248,Puducherry,Mahe,1,0,Tue Apr 21 18:24:37 2020
249,Puducherry,Puducherry,6,0,Tue Apr 21 18:24:37 2020
250,Punjab,Amritsar,11,0,Tue Apr 21 18:24:37 2020
251,Punjab,Barnala,2,0,Tue Apr 21 18:24:37 2020
252,Punjab,Faridkot,3,0,Tue Apr 21 18:24:37 2020
253,Punjab,Fatehgarh Sahib,2,0,Tue Apr 21 18:24:37 2020
254,Punjab,Firozpur,1,0,Tue Apr 21 18:24:37 2020
255,Punjab,Gurdaspur,2,0,Tue Apr 21 18:24:37 2020
256,Punjab,Hoshiarpur,7,0,Tue Apr 21 18:24:37 2020
257,Punjab,Jalandhar,48,0,Tue Apr 21 18:24:37 2020
258,Punjab,Kapurthala,2,0,Tue Apr 21 18:24:37 2020
259,Punjab,Ludhiana,15,0,Tue Apr 21 18:24:37 2020
260,Punjab,Mansa,11,0,Tue Apr 21 18:24:37 2020
261,Punjab,Moga,4,0,Tue Apr 21 18:24:37 2020
262,Punjab,Pathankot,24,0,Tue Apr 21 18:24:37 2020
263,Punjab,Patiala,26,0,Tue Apr 21 18:24:37 2020
264,Punjab,Rupnagar,3,0,Tue Apr 21 18:24:37 2020
265,Punjab,S.A.S. Nagar,61,0,Tue Apr 21 18:24:37 2020
266,Punjab,Sangrur,3,0,Tue Apr 21 18:24:37 2020
267,Punjab,Shahid Bhagat Singh Nagar,19,0,Tue Apr 21 18:24:37 2020
268,Punjab,Sri Muktsar Sahib,1,0,Tue Apr 21 18:24:37 2020
269,Punjab,Unknown,5,0,Tue Apr 21 18:24:37 2020
270,Rajasthan,Ajmer,24,0,Tue Apr 21 18:24:37 2020
271,Rajasthan,Alwar,7,0,Tue Apr 21 18:24:37 2020
272,Rajasthan,Banswara,61,0,Tue Apr 21 18:24:37 2020
273,Rajasthan,Barmer,1,0,Tue Apr 21 18:24:37 2020
274,Rajasthan,Bharatpur,102,0,Tue Apr 21 18:24:37 2020
275,Rajasthan,Bhilwara,29,0,Tue Apr 21 18:24:37 2020
276,Rajasthan,Bikaner,37,0,Tue Apr 21 18:24:37 2020
277,Rajasthan,Churu,14,0,Tue Apr 21 18:24:37 2020
278,Rajasthan,Dausa,13,0,Tue Apr 21 18:24:37 2020
279,Rajasthan,Dhaulpur,1,0,Tue Apr 21 18:24:37 2020
280,Rajasthan,Dungarpur,5,0,Tue Apr 21 18:24:37 2020
281,Rajasthan,Hanumangarh,3,0,Tue Apr 21 18:24:37 2020
282,Rajasthan,Jaipur,585,0,Tue Apr 21 18:24:37 2020
283,Rajasthan,Jaisalmer,32,0,Tue Apr 21 18:24:37 2020
284,Rajasthan,Jhalawar,20,0,Tue Apr 21 18:24:37 2020
285,Rajasthan,Jhunjhunu,39,0,Tue Apr 21 18:24:37 2020
286,Rajasthan,Jodhpur,260,0,Tue Apr 21 18:24:37 2020
287,Rajasthan,Karauli,3,0,Tue Apr 21 18:24:37 2020
288,Rajasthan,Kota,106,0,Tue Apr 21 18:24:37 2020
289,Rajasthan,Nagaur,61,0,Tue Apr 21 18:24:37 2020
290,Rajasthan,Pali,2,0,Tue Apr 21 18:24:37 2020
291,Rajasthan,Pratapgarh,2,0,Tue Apr 21 18:24:37 2020
292,Rajasthan,Sawai Madhopur,4,0,Tue Apr 21 18:24:37 2020
293,Rajasthan,Sikar,2,0,Tue Apr 21 18:24:37 2020
