,states,districts,confirmed,delta,date
294,Rajasthan,Tonk,96,0,Tue Apr 21 18:24:37 2020
295,Rajasthan,Udaipur,4,0,Tue Apr 21 18:24:37 2020
296,Rajasthan,Italians*,2,0,Tue Apr 21 18:24:37 2020
297,Rajasthan,Evacuees*,61,0,Tue Apr 21 18:24:37 2020
298,Rajasthan,Unknown,83,31,Tue Apr 21 18:24:37 2020
299,Tamil Nadu,Ariyalur,3,0,Tue Apr 21 18:24:37 2020
300,Tamil Nadu,Chengalpattu,50,0,Tue Apr 21 18:24:37 2020
301,Tamil Nadu,Chennai,308,0,Tue Apr 21 18:24:37 2020
302,Tamil Nadu,Coimbatore,133,0,Tue Apr 21 18:24:37 2020
303,Tamil Nadu,Cuddalore,26,0,Tue Apr 21 18:24:37 2020
304,Tamil Nadu,Dindigul,76,0,Tue Apr 21 18:24:37 2020
305,Tamil Nadu,Erode,70,0,Tue Apr 21 18:24:37 2020
306,Tamil Nadu,Kallakurichi,3,0,Tue Apr 21 18:24:37 2020
307,Tamil Nadu,Kancheepuram,8,0,Tue Apr 21 18:24:37 2020
308,Tamil Nadu,Kanniyakumari,16,0,Tue Apr 21 18:24:37 2020
309,Tamil Nadu,Karur,41,0,Tue Apr 21 18:24:37 2020
310,Tamil Nadu,Madurai,46,0,Tue Apr 21 18:24:37 2020
311,Tamil Nadu,Nagapattinam,44,0,Tue Apr 21 18:24:37 2020
312,Tamil Nadu,Namakkal,50,0,Tue Apr 21 18:24:37 2020
313,Tamil Nadu,Perambalur,5,0,Tue Apr 21 18:24:37 2020
314,Tamil Nadu,Pudukkottai,1,0,Tue Apr 21 18:24:37 2020
315,Tamil Nadu,Ramanathapuram,11,0,Tue Apr 21 18:24:37 2020
316,Tamil Nadu,Ranipet,38,0,Tue Apr 21 18:24:37 2020
317,Tamil Nadu,Salem,24,0,Tue Apr 21 18:24:37 2020
318,Tamil Nadu,Sivaganga,12,0,Tue Apr 21 18:24:37 2020
319,Tamil Nadu,Tenkasi,23,0,Tue Apr 21 18:24:37 2020
320,Tamil Nadu,Thanjavur,45,0,Tue Apr 21 18:24:37 2020
321,Tamil Nadu,The Nilgiris,9,0,Tue Apr 21 18:24:37 2020
322,Tamil Nadu,Theni,44,0,Tue Apr 21 18:24:37 2020
323,Tamil Nadu,Thiruvallur,49,0,Tue Apr 21 18:24:37 2020
324,Tamil Nadu,Thiruvarur,28,0,Tue Apr 21 18:24:37 2020
325,Tamil Nadu,Thoothukkudi,27,0,Tue Apr 21 18:24:37 2020
326,Tamil Nadu,Tiruchirappalli,50,0,Tue Apr 21 18:24:37 2020
327,Tamil Nadu,Tirunelveli,64,0,Tue Apr 21 18:24:37 2020
328,Tamil Nadu,Tirupathur,17,0,Tue Apr 21 18:24:37 2020
329,Tamil Nadu,Tiruppur,109,0,Tue Apr 21 18:24:37 2020
330,Tamil Nadu,Tiruvannamalai,8,0,Tue Apr 21 18:24:37 2020
331,Tamil Nadu,Vellore,23,0,Tue Apr 21 18:24:37 2020
332,Tamil Nadu,Viluppuram,40,0,Tue Apr 21 18:24:37 2020
333,Tamil Nadu,Virudhunagar,19,0,Tue Apr 21 18:24:37 2020
334,Telangana,Adilabad,16,0,Tue Apr 21 18:24:37 2020
335,Telangana,Bhadradri Kothagudem,4,0,Tue Apr 21 18:24:37 2020
336,Telangana,Hyderabad,498,0,Tue Apr 21 18:24:37 2020
337,Telangana,Jagitial,3,0,Tue Apr 21 18:24:37 2020
338,Telangana,Jangoan,2,0,Tue Apr 21 18:24:37 2020
339,Telangana,Jayashankar,3,0,Tue Apr 21 18:24:37 2020
340,Telangana,Jogulamba Gadwal,26,0,Tue Apr 21 18:24:37 2020
341,Telangana,Kamareddy,11,0,Tue Apr 21 18:24:37 2020
342,Telangana,Karimnagar,19,0,Tue Apr 21 18:24:37 2020
343,Telangana,Khammam,7,0,Tue Apr 21 18:24:37 2020
344,Telangana,Kumuram Bheem Asifabad,3,0,Tue Apr 21 18:24:37 2020
345,Telangana,Mahabubabad,1,0,Tue Apr 21 18:24:37 2020
346,Telangana,Mahabubnagar,11,0,Tue Apr 21 18:24:37 2020
347,Telangana,Medak,5,0,Tue Apr 21 18:24:37 2020
348,Telangana,Medchal Malkajgiri,7,0,Tue Apr 21 18:24:37 2020
349,Telangana,Mulugu,2,0,Tue Apr 21 18:24:37 2020
350,Telangana,Nagarkurnool,2,0,Tue Apr 21 18:24:37 2020
351,Telangana,Nalgonda,15,0,Tue Apr 21 18:24:37 2020
352,Telangana,Nirmal,17,0,Tue Apr 21 18:24:37 2020
353,Telangana,Nizamabad,59,0,Tue Apr 21 18:24:37 2020
354,Telangana,Peddapalli,2,0,Tue Apr 21 18:24:37 2020
355,Telangana,Rajanna Sircilla,3,0,Tue Apr 21 18:24:37 2020
356,Telangana,Ranga Reddy,25,0,Tue Apr 21 18:24:37 2020
357,Telangana,Sangareddy,7,0,Tue Apr 21 18:24:37 2020
358,Telangana,Siddipet,1,0,Tue Apr 21 18:24:37 2020
359,Telangana,Suryapet,43,0,Tue Apr 21 18:24:37 2020
360,Telangana,Vikarabad,37,0,Tue Apr 21 18:24:37 2020
361,Telangana,Warangal Urban,21,0,Tue Apr 21 18:24:37 2020
362,Telangana,Unknown,22,0,Tue Apr 21 18:24:37 2020
363,Tripura,Gomati,1,0,Tue Apr 21 18:24:37 2020
364,Tripura,North Tripura,1,0,Tue Apr 21 18:24:37 2020
365,Uttar Pradesh,Agra,243,0,Tue Apr 21 18:24:37 2020
366,Uttar Pradesh,Amroha,17,0,Tue Apr 21 18:24:37 2020
367,Uttar Pradesh,Auraiya,7,0,Tue Apr 21 18:24:37 2020
368,Uttar Pradesh,Azamgarh,7,0,Tue Apr 21 18:24:37 2020
369,Uttar Pradesh,Baghpat,15,0,Tue Apr 21 18:24:37 2020
370,Uttar Pradesh,Banda,3,0,Tue Apr 21 18:24:37 2020
371,Uttar Pradesh,Bara Banki,1,0,Tue Apr 21 18:24:37 2020
372,Uttar Pradesh,Bareilly,6,0,Tue Apr 21 18:24:37 2020
