,states,districts,confirmed,delta,date
394,Jharkhand,Kodarma,1,0,Fri Apr 17 19:32:29 2020
395,Jharkhand,Giridih,1,0,Fri Apr 17 19:32:29 2020
396,Jharkhand,Simdega,1,0,Fri Apr 17 19:32:29 2020
397,Jharkhand,Dhanbad,1,0,Fri Apr 17 19:32:29 2020
398,Assam,Cachar,2,0,Fri Apr 17 19:32:29 2020
399,Assam,Kamrup Metropolitan,5,0,Fri Apr 17 19:32:29 2020
400,Assam,Jorhat,8,0,Fri Apr 17 19:32:29 2020
401,Assam,Goalpara,4,0,Fri Apr 17 19:32:29 2020
402,Assam,Nalbari,3,0,Fri Apr 17 19:32:29 2020
403,Assam,South Salmara Mancachar,1,0,Fri Apr 17 19:32:29 2020
404,Assam,Kamrup,1,0,Fri Apr 17 19:32:29 2020
405,Assam,Morigaon,3,0,Fri Apr 17 19:32:29 2020
406,Assam,Golaghat,1,0,Fri Apr 17 19:32:29 2020
407,Assam,Lakhimpur,1,0,Fri Apr 17 19:32:29 2020
408,Assam,Dhubri,4,0,Fri Apr 17 19:32:29 2020
409,Assam,Hailakandi,1,0,Fri Apr 17 19:32:29 2020
410,Arunachal Pradesh,Lohit,1,0,Fri Apr 17 19:32:29 2020
411,Tripura,Gomati,1,0,Fri Apr 17 19:32:29 2020
412,Tripura,North Tripura,1,0,Fri Apr 17 19:32:29 2020
413,Nagaland,Dimapur,1,0,Fri Apr 17 19:32:29 2020
414,Meghalaya,East Khasi Hills,7,0,Fri Apr 17 19:32:29 2020
415,Meghalaya,Unknown,2,0,Fri Apr 17 19:32:29 2020
