,state,district,confirmed,delta,date
0,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Wed Apr 29 18:35:27 2020
1,Andaman and Nicobar Islands,South Andaman,32,0,Wed Apr 29 18:35:27 2020
2,Andhra Pradesh,Anantapur,58,4,Wed Apr 29 18:35:27 2020
3,Andhra Pradesh,Chittoor,77,3,Wed Apr 29 18:35:27 2020
4,Andhra Pradesh,East Godavari,40,1,Wed Apr 29 18:35:27 2020
5,Andhra Pradesh,Guntur,283,29,Wed Apr 29 18:35:27 2020
6,Andhra Pradesh,Krishna,236,13,Wed Apr 29 18:35:27 2020
7,Andhra Pradesh,Kurnool,343,11,Wed Apr 29 18:35:27 2020
8,Andhra Pradesh,Prakasam,60,4,Wed Apr 29 18:35:27 2020
9,Andhra Pradesh,S.P.S. Nellore,82,0,Wed Apr 29 18:35:27 2020
10,Andhra Pradesh,Srikakulam,5,1,Wed Apr 29 18:35:27 2020
11,Andhra Pradesh,Visakhapatnam,23,1,Wed Apr 29 18:35:27 2020
12,Andhra Pradesh,West Godavari,56,2,Wed Apr 29 18:35:27 2020
13,Andhra Pradesh,Y.S.R.,69,4,Wed Apr 29 18:35:27 2020
14,Arunachal Pradesh,Lohit,1,0,Wed Apr 29 18:35:27 2020
15,Assam,Bongaigaon,1,0,Wed Apr 29 18:35:27 2020
16,Assam,Cachar,2,0,Wed Apr 29 18:35:27 2020
17,Assam,Dhubri,4,0,Wed Apr 29 18:35:27 2020
18,Assam,Goalpara,5,0,Wed Apr 29 18:35:27 2020
19,Assam,Golaghat,1,0,Wed Apr 29 18:35:27 2020
20,Assam,Hailakandi,1,0,Wed Apr 29 18:35:27 2020
21,Assam,Jorhat,8,0,Wed Apr 29 18:35:27 2020
22,Assam,Kamrup,1,0,Wed Apr 29 18:35:27 2020
23,Assam,Kamrup Metropolitan,6,0,Wed Apr 29 18:35:27 2020
24,Assam,Lakhimpur,1,0,Wed Apr 29 18:35:27 2020
25,Assam,Morigaon,3,0,Wed Apr 29 18:35:27 2020
26,Assam,Nalbari,3,0,Wed Apr 29 18:35:27 2020
27,Assam,South Salmara Mancachar,1,0,Wed Apr 29 18:35:27 2020
28,Assam,Unknown,1,0,Wed Apr 29 18:35:27 2020
29,Bihar,Araria,1,0,Wed Apr 29 18:35:27 2020
30,Bihar,Arwal,4,0,Wed Apr 29 18:35:27 2020
31,Bihar,Aurangabad,7,0,Wed Apr 29 18:35:27 2020
32,Bihar,Banka,3,0,Wed Apr 29 18:35:27 2020
33,Bihar,Begusarai,9,0,Wed Apr 29 18:35:27 2020
34,Bihar,Bhagalpur,5,0,Wed Apr 29 18:35:27 2020
35,Bihar,Bhojpur,9,0,Wed Apr 29 18:35:27 2020
36,Bihar,Buxar,38,12,Wed Apr 29 18:35:27 2020
37,Bihar,Darbhanga,1,0,Wed Apr 29 18:35:27 2020
38,Bihar,East Champaran,5,0,Wed Apr 29 18:35:27 2020
39,Bihar,Gaya,6,0,Wed Apr 29 18:35:27 2020
40,Bihar,Gopalganj,18,0,Wed Apr 29 18:35:27 2020
41,Bihar,Jehanabad,4,0,Wed Apr 29 18:35:27 2020
42,Bihar,Kaimur Bhabua,18,0,Wed Apr 29 18:35:27 2020
43,Bihar,Lakhisarai,4,0,Wed Apr 29 18:35:27 2020
44,Bihar,Madhepura,1,0,Wed Apr 29 18:35:27 2020
45,Bihar,Madhubani,5,0,Wed Apr 29 18:35:27 2020
46,Bihar,Munger,92,0,Wed Apr 29 18:35:27 2020
47,Bihar,Nalanda,35,0,Wed Apr 29 18:35:27 2020
48,Bihar,Nawada,4,0,Wed Apr 29 18:35:27 2020
49,Bihar,Patna,39,0,Wed Apr 29 18:35:27 2020
50,Bihar,Purnia,1,0,Wed Apr 29 18:35:27 2020
51,Bihar,Rohtas,31,0,Wed Apr 29 18:35:27 2020
52,Bihar,Saran,4,0,Wed Apr 29 18:35:27 2020
53,Bihar,Sheikhpura,1,0,Wed Apr 29 18:35:27 2020
54,Bihar,Sitamarhi,1,0,Wed Apr 29 18:35:27 2020
55,Bihar,Siwan,30,0,Wed Apr 29 18:35:27 2020
56,Bihar,Vaishali,2,0,Wed Apr 29 18:35:27 2020
57,Bihar,West Champaran,5,5,Wed Apr 29 18:35:27 2020
58,Chandigarh,Chandigarh,67,11,Wed Apr 29 18:35:27 2020
59,Chhattisgarh,Bilaspur,1,0,Wed Apr 29 18:35:27 2020
60,Chhattisgarh,Durg,1,0,Wed Apr 29 18:35:27 2020
61,Chhattisgarh,Korba,28,0,Wed Apr 29 18:35:27 2020
62,Chhattisgarh,Raipur,6,0,Wed Apr 29 18:35:27 2020
63,Chhattisgarh,Rajnandgaon,1,0,Wed Apr 29 18:35:27 2020
64,Chhattisgarh,Unknown,1,0,Wed Apr 29 18:35:27 2020
65,Delhi,Central Delhi,184,0,Wed Apr 29 18:35:27 2020
66,Delhi,East Delhi,38,0,Wed Apr 29 18:35:27 2020
67,Delhi,New Delhi,37,0,Wed Apr 29 18:35:27 2020
68,Delhi,North Delhi,60,0,Wed Apr 29 18:35:27 2020
69,Delhi,North East Delhi,25,0,Wed Apr 29 18:35:27 2020
70,Delhi,North West Delhi,32,0,Wed Apr 29 18:35:27 2020
71,Delhi,Shahdara,48,0,Wed Apr 29 18:35:27 2020
72,Delhi,South Delhi,70,0,Wed Apr 29 18:35:27 2020
73,Delhi,South East Delhi,130,0,Wed Apr 29 18:35:27 2020
74,Delhi,South West Delhi,42,0,Wed Apr 29 18:35:27 2020
75,Delhi,West Delhi,122,0,Wed Apr 29 18:35:27 2020
76,Delhi,Unknown,2526,0,Wed Apr 29 18:35:27 2020
77,Goa,North Goa,6,0,Wed Apr 29 18:35:27 2020
78,Goa,South Goa,1,0,Wed Apr 29 18:35:27 2020
79,Gujarat,Ahmadabad,2542,0,Wed Apr 29 18:35:27 2020
80,Gujarat,Anand,60,0,Wed Apr 29 18:35:27 2020
81,Gujarat,Aravalli,18,0,Wed Apr 29 18:35:27 2020
82,Gujarat,Banas Kantha,28,0,Wed Apr 29 18:35:27 2020
83,Gujarat,Bharuch,31,0,Wed Apr 29 18:35:27 2020
84,Gujarat,Bhavnagar,41,0,Wed Apr 29 18:35:27 2020
85,Gujarat,Botad,19,0,Wed Apr 29 18:35:27 2020
86,Gujarat,Chota Udaipur,13,0,Wed Apr 29 18:35:27 2020
87,Gujarat,Dahod,4,0,Wed Apr 29 18:35:27 2020
88,Gujarat,Gandhinagar,36,0,Wed Apr 29 18:35:27 2020
89,Gujarat,Gir Somnath,3,0,Wed Apr 29 18:35:27 2020
90,Gujarat,Jamnagar,2,0,Wed Apr 29 18:35:27 2020
91,Gujarat,Kachchh,6,0,Wed Apr 29 18:35:27 2020
92,Gujarat,Kheda,6,0,Wed Apr 29 18:35:27 2020
93,Gujarat,Mahesana,7,0,Wed Apr 29 18:35:27 2020
94,Gujarat,Mahisagar,10,0,Wed Apr 29 18:35:27 2020
95,Gujarat,Morbi,1,0,Wed Apr 29 18:35:27 2020
96,Gujarat,Narmada,12,0,Wed Apr 29 18:35:27 2020
97,Gujarat,Navsari,3,0,Wed Apr 29 18:35:27 2020
98,Gujarat,Panch Mahals,20,0,Wed Apr 29 18:35:27 2020
99,Gujarat,Patan,17,0,Wed Apr 29 18:35:27 2020
100,Gujarat,Porbandar,3,0,Wed Apr 29 18:35:27 2020
101,Gujarat,Rajkot,55,0,Wed Apr 29 18:35:27 2020
102,Gujarat,Sabar Kantha,3,0,Wed Apr 29 18:35:27 2020
103,Gujarat,Surat,570,0,Wed Apr 29 18:35:27 2020
104,Gujarat,Surendranagar,1,0,Wed Apr 29 18:35:27 2020
105,Gujarat,Tapi,1,0,Wed Apr 29 18:35:27 2020
106,Gujarat,Dang,2,0,Wed Apr 29 18:35:27 2020
107,Gujarat,Vadodara,255,0,Wed Apr 29 18:35:27 2020
108,Gujarat,Valsad,5,0,Wed Apr 29 18:35:27 2020
109,Haryana,Ambala,14,0,Wed Apr 29 18:35:27 2020
110,Haryana,Bhiwani,3,0,Wed Apr 29 18:35:27 2020
111,Haryana,Charki Dadri,1,0,Wed Apr 29 18:35:27 2020
112,Haryana,Faridabad,46,0,Wed Apr 29 18:35:27 2020
113,Haryana,Fatehabad,1,0,Wed Apr 29 18:35:27 2020
114,Haryana,Gurugram,51,0,Wed Apr 29 18:35:27 2020
115,Haryana,Hisar,4,0,Wed Apr 29 18:35:27 2020
116,Haryana,Jhajjar,5,0,Wed Apr 29 18:35:27 2020
117,Haryana,Jind,2,0,Wed Apr 29 18:35:27 2020
118,Haryana,Kaithal,2,0,Wed Apr 29 18:35:27 2020
119,Haryana,Karnal,6,0,Wed Apr 29 18:35:27 2020
120,Haryana,Kurukshetra,2,0,Wed Apr 29 18:35:27 2020
121,Haryana,Nuh,57,0,Wed Apr 29 18:35:27 2020
122,Haryana,Palwal,34,0,Wed Apr 29 18:35:27 2020
123,Haryana,Panchkula,18,0,Wed Apr 29 18:35:27 2020
124,Haryana,Panipat,13,0,Wed Apr 29 18:35:27 2020
125,Haryana,Rohtak,4,0,Wed Apr 29 18:35:27 2020
126,Haryana,Sirsa,4,0,Wed Apr 29 18:35:27 2020
127,Haryana,Sonipat,24,0,Wed Apr 29 18:35:27 2020
128,Haryana,Yamunanagar,3,0,Wed Apr 29 18:35:27 2020
129,Haryana,Italians,14,0,Wed Apr 29 18:35:27 2020
130,Himachal Pradesh,Chamba,6,0,Wed Apr 29 18:35:27 2020
131,Himachal Pradesh,Hamirpur,2,0,Wed Apr 29 18:35:27 2020
132,Himachal Pradesh,Kangra,5,0,Wed Apr 29 18:35:27 2020
133,Himachal Pradesh,Sirmaur,2,0,Wed Apr 29 18:35:27 2020
134,Himachal Pradesh,Solan,9,0,Wed Apr 29 18:35:27 2020
