,state,district,confirmed,delta,date
0,State Unassigned,Unassigned,7955,0,Sat Jun 13 21:00:03 2020
1,Andaman and Nicobar Islands,Nicobars,0,0,Sat Jun 13 21:00:03 2020
2,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Sat Jun 13 21:00:03 2020
3,Andaman and Nicobar Islands,South Andaman,32,0,Sat Jun 13 21:00:03 2020
4,Andaman and Nicobar Islands,Unknown,5,0,Sat Jun 13 21:00:03 2020
5,Andhra Pradesh,Foreign Evacuees,202,3,Sat Jun 13 21:00:03 2020
6,Andhra Pradesh,Anantapur,418,15,Sat Jun 13 21:00:03 2020
7,Andhra Pradesh,Chittoor,350,5,Sat Jun 13 21:00:03 2020
8,Andhra Pradesh,East Godavari,320,11,Sat Jun 13 21:00:03 2020
9,Andhra Pradesh,Guntur,612,13,Sat Jun 13 21:00:03 2020
10,Andhra Pradesh,Krishna,665,25,Sat Jun 13 21:00:03 2020
11,Andhra Pradesh,Kurnool,925,53,Sat Jun 13 21:00:03 2020
12,Andhra Pradesh,Other State,1068,33,Sat Jun 13 21:00:03 2020
13,Andhra Pradesh,Prakasam,99,0,Sat Jun 13 21:00:03 2020
14,Andhra Pradesh,S.P.S. Nellore,383,9,Sat Jun 13 21:00:03 2020
15,Andhra Pradesh,Srikakulam,39,5,Sat Jun 13 21:00:03 2020
16,Andhra Pradesh,Visakhapatnam,201,9,Sat Jun 13 21:00:03 2020
17,Andhra Pradesh,Vizianagaram,62,2,Sat Jun 13 21:00:03 2020
18,Andhra Pradesh,West Godavari,272,13,Sat Jun 13 21:00:03 2020
19,Andhra Pradesh,Y.S.R. Kadapa,242,26,Sat Jun 13 21:00:03 2020
20,Arunachal Pradesh,Anjaw,0,0,Sat Jun 13 21:00:03 2020
21,Arunachal Pradesh,Changlang,59,4,Sat Jun 13 21:00:03 2020
22,Arunachal Pradesh,East Kameng,0,0,Sat Jun 13 21:00:03 2020
23,Arunachal Pradesh,East Siang,9,0,Sat Jun 13 21:00:03 2020
24,Arunachal Pradesh,Kamle,0,0,Sat Jun 13 21:00:03 2020
25,Arunachal Pradesh,Kra Daadi,0,0,Sat Jun 13 21:00:03 2020
26,Arunachal Pradesh,Kurung Kumey,0,0,Sat Jun 13 21:00:03 2020
27,Arunachal Pradesh,Lepa Rada,0,0,Sat Jun 13 21:00:03 2020
28,Arunachal Pradesh,Lohit,2,0,Sat Jun 13 21:00:03 2020
29,Arunachal Pradesh,Longding,1,0,Sat Jun 13 21:00:03 2020
30,Arunachal Pradesh,Lower Dibang Valley,1,0,Sat Jun 13 21:00:03 2020
31,Arunachal Pradesh,Lower Siang,0,0,Sat Jun 13 21:00:03 2020
32,Arunachal Pradesh,Lower Subansiri,0,0,Sat Jun 13 21:00:03 2020
33,Arunachal Pradesh,Namsai,3,0,Sat Jun 13 21:00:03 2020
34,Arunachal Pradesh,Pakke Kessang,0,0,Sat Jun 13 21:00:03 2020
35,Arunachal Pradesh,Papum Pare,5,0,Sat Jun 13 21:00:03 2020
36,Arunachal Pradesh,Shi Yomi,0,0,Sat Jun 13 21:00:03 2020
37,Arunachal Pradesh,Siang,0,0,Sat Jun 13 21:00:03 2020
38,Arunachal Pradesh,Tawang,1,0,Sat Jun 13 21:00:03 2020
39,Arunachal Pradesh,Tirap,1,0,Sat Jun 13 21:00:03 2020
40,Arunachal Pradesh,Upper Dibang Valley,0,0,Sat Jun 13 21:00:03 2020
41,Arunachal Pradesh,Upper Siang,1,0,Sat Jun 13 21:00:03 2020
42,Arunachal Pradesh,Upper Subansiri,0,0,Sat Jun 13 21:00:03 2020
43,Arunachal Pradesh,West Kameng,3,0,Sat Jun 13 21:00:03 2020
44,Arunachal Pradesh,West Siang,1,0,Sat Jun 13 21:00:03 2020
45,Assam,Airport Quarantine,4,0,Sat Jun 13 21:00:03 2020
46,Assam,Baksa,23,3,Sat Jun 13 21:00:03 2020
47,Assam,Barpeta,108,0,Sat Jun 13 21:00:03 2020
48,Assam,Biswanath,52,0,Sat Jun 13 21:00:03 2020
49,Assam,Bongaigaon,19,0,Sat Jun 13 21:00:03 2020
50,Assam,Cachar,90,0,Sat Jun 13 21:00:03 2020
51,Assam,Charaideo,15,0,Sat Jun 13 21:00:03 2020
52,Assam,Chirang,39,0,Sat Jun 13 21:00:03 2020
53,Assam,Darrang,89,0,Sat Jun 13 21:00:03 2020
54,Assam,Dhemaji,73,2,Sat Jun 13 21:00:03 2020
55,Assam,Dhubri,306,0,Sat Jun 13 21:00:03 2020
56,Assam,Dibrugarh,56,0,Sat Jun 13 21:00:03 2020
57,Assam,Dima Hasao,88,0,Sat Jun 13 21:00:03 2020
58,Assam,Goalpara,57,0,Sat Jun 13 21:00:03 2020
59,Assam,Golaghat,232,1,Sat Jun 13 21:00:03 2020
60,Assam,Hailakandi,52,0,Sat Jun 13 21:00:03 2020
61,Assam,Hojai,266,0,Sat Jun 13 21:00:03 2020
62,Assam,Jorhat,51,5,Sat Jun 13 21:00:03 2020
63,Assam,Kamrup,149,0,Sat Jun 13 21:00:03 2020
64,Assam,Kamrup Metropolitan,545,0,Sat Jun 13 21:00:03 2020
65,Assam,Karbi Anglong,17,3,Sat Jun 13 21:00:03 2020
66,Assam,Karimganj,83,0,Sat Jun 13 21:00:03 2020
67,Assam,Kokrajhar,73,0,Sat Jun 13 21:00:03 2020
68,Assam,Lakhimpur,76,0,Sat Jun 13 21:00:03 2020
69,Assam,Majuli,7,0,Sat Jun 13 21:00:03 2020
70,Assam,Morigaon,49,0,Sat Jun 13 21:00:03 2020
71,Assam,Nagaon,214,1,Sat Jun 13 21:00:03 2020
72,Assam,Nalbari,25,0,Sat Jun 13 21:00:03 2020
73,Assam,Other State,1,0,Sat Jun 13 21:00:03 2020
74,Assam,Sivasagar,27,0,Sat Jun 13 21:00:03 2020
75,Assam,Sonitpur,44,0,Sat Jun 13 21:00:03 2020
76,Assam,South Salmara Mankachar,7,0,Sat Jun 13 21:00:03 2020
77,Assam,Tinsukia,102,0,Sat Jun 13 21:00:03 2020
78,Assam,Udalguri,85,0,Sat Jun 13 21:00:03 2020
79,Assam,West Karbi Anglong,28,10,Sat Jun 13 21:00:03 2020
80,Assam,Unknown,567,0,Sat Jun 13 21:00:03 2020
81,Bihar,Araria,85,0,Sat Jun 13 21:00:03 2020
82,Bihar,Arwal,70,0,Sat Jun 13 21:00:03 2020
83,Bihar,Aurangabad,123,6,Sat Jun 13 21:00:03 2020
84,Bihar,Banka,167,15,Sat Jun 13 21:00:03 2020
85,Bihar,Begusarai,294,0,Sat Jun 13 21:00:03 2020
86,Bihar,Bhagalpur,320,12,Sat Jun 13 21:00:03 2020
87,Bihar,Bhojpur,146,6,Sat Jun 13 21:00:03 2020
88,Bihar,Buxar,154,1,Sat Jun 13 21:00:03 2020
89,Bihar,Darbhanga,143,1,Sat Jun 13 21:00:03 2020
90,Bihar,East Champaran,140,0,Sat Jun 13 21:00:03 2020
91,Bihar,Gaya,130,0,Sat Jun 13 21:00:03 2020
92,Bihar,Gopalganj,154,1,Sat Jun 13 21:00:03 2020
93,Bihar,Jamui,51,0,Sat Jun 13 21:00:03 2020
94,Bihar,Jehanabad,188,1,Sat Jun 13 21:00:03 2020
95,Bihar,Kaimur,134,0,Sat Jun 13 21:00:03 2020
96,Bihar,Katihar,207,0,Sat Jun 13 21:00:03 2020
97,Bihar,Khagaria,288,0,Sat Jun 13 21:00:03 2020
98,Bihar,Kishanganj,120,2,Sat Jun 13 21:00:03 2020
99,Bihar,Lakhisarai,71,1,Sat Jun 13 21:00:03 2020
100,Bihar,Madhepura,141,1,Sat Jun 13 21:00:03 2020
101,Bihar,Madhubani,270,0,Sat Jun 13 21:00:03 2020
102,Bihar,Munger,265,0,Sat Jun 13 21:00:03 2020
103,Bihar,Muzaffarpur,146,1,Sat Jun 13 21:00:03 2020
104,Bihar,Nalanda,143,0,Sat Jun 13 21:00:03 2020
105,Bihar,Nawada,180,2,Sat Jun 13 21:00:03 2020
106,Bihar,Patna,316,14,Sat Jun 13 21:00:03 2020
107,Bihar,Purnia,220,13,Sat Jun 13 21:00:03 2020
108,Bihar,Rohtas,281,3,Sat Jun 13 21:00:03 2020
109,Bihar,Saharsa,107,0,Sat Jun 13 21:00:03 2020
110,Bihar,Samastipur,149,0,Sat Jun 13 21:00:03 2020
111,Bihar,Saran,145,0,Sat Jun 13 21:00:03 2020
112,Bihar,Sheikhpura,120,0,Sat Jun 13 21:00:03 2020
113,Bihar,Sheohar,28,0,Sat Jun 13 21:00:03 2020
114,Bihar,Sitamarhi,94,4,Sat Jun 13 21:00:03 2020
115,Bihar,Siwan,227,2,Sat Jun 13 21:00:03 2020
116,Bihar,Supaul,169,0,Sat Jun 13 21:00:03 2020
117,Bihar,Vaishali,104,0,Sat Jun 13 21:00:03 2020
118,Bihar,West Champaran,92,0,Sat Jun 13 21:00:03 2020
119,Bihar,Unknown,1,0,Sat Jun 13 21:00:03 2020
120,Chandigarh,Chandigarh,350,5,Sat Jun 13 21:00:03 2020
121,Chhattisgarh,Other State,1,0,Sat Jun 13 21:00:03 2020
122,Chhattisgarh,Balod,41,0,Sat Jun 13 21:00:03 2020
123,Chhattisgarh,Baloda Bazar,131,9,Sat Jun 13 21:00:03 2020
124,Chhattisgarh,Balrampur,37,3,Sat Jun 13 21:00:03 2020
125,Chhattisgarh,Bametara,37,10,Sat Jun 13 21:00:03 2020
126,Chhattisgarh,Bastar,5,0,Sat Jun 13 21:00:03 2020
127,Chhattisgarh,Bijapur,0,0,Sat Jun 13 21:00:03 2020
128,Chhattisgarh,Bilaspur,158,8,Sat Jun 13 21:00:03 2020
129,Chhattisgarh,Dakshin Bastar Dantewada,2,2,Sat Jun 13 21:00:03 2020
130,Chhattisgarh,Dhamtari,7,0,Sat Jun 13 21:00:03 2020
131,Chhattisgarh,Durg,52,3,Sat Jun 13 21:00:03 2020
132,Chhattisgarh,Gariaband,10,0,Sat Jun 13 21:00:03 2020
133,Chhattisgarh,Janjgir Champa,122,0,Sat Jun 13 21:00:03 2020
134,Chhattisgarh,Jashpur,83,0,Sat Jun 13 21:00:03 2020
135,Chhattisgarh,Kabeerdham,88,5,Sat Jun 13 21:00:03 2020
136,Chhattisgarh,Kondagaon,1,0,Sat Jun 13 21:00:03 2020
137,Chhattisgarh,Korba,192,13,Sat Jun 13 21:00:03 2020
138,Chhattisgarh,Koriya,47,1,Sat Jun 13 21:00:03 2020
139,Chhattisgarh,Mahasamund,64,0,Sat Jun 13 21:00:03 2020
140,Chhattisgarh,Mungeli,110,0,Sat Jun 13 21:00:03 2020
141,Chhattisgarh,Narayanpur,0,0,Sat Jun 13 21:00:03 2020
142,Chhattisgarh,Raigarh,62,0,Sat Jun 13 21:00:03 2020
143,Chhattisgarh,Raipur,117,4,Sat Jun 13 21:00:03 2020
144,Chhattisgarh,Rajnandgaon,75,9,Sat Jun 13 21:00:03 2020
145,Chhattisgarh,Sukma,0,0,Sat Jun 13 21:00:03 2020
146,Chhattisgarh,Surajpur,14,0,Sat Jun 13 21:00:03 2020
147,Chhattisgarh,Surguja,27,0,Sat Jun 13 21:00:03 2020
148,Chhattisgarh,Uttar Bastar Kanker,26,0,Sat Jun 13 21:00:03 2020
149,Chhattisgarh,Gaurela Pendra Marwahi,3,0,Sat Jun 13 21:00:03 2020
150,Delhi,Central Delhi,184,0,Sat Jun 13 21:00:03 2020
151,Delhi,East Delhi,38,0,Sat Jun 13 21:00:03 2020
152,Delhi,New Delhi,37,0,Sat Jun 13 21:00:03 2020
153,Delhi,North Delhi,60,0,Sat Jun 13 21:00:03 2020
154,Delhi,North East Delhi,25,0,Sat Jun 13 21:00:03 2020
155,Delhi,North West Delhi,32,0,Sat Jun 13 21:00:03 2020
156,Delhi,Shahdara,48,0,Sat Jun 13 21:00:03 2020
157,Delhi,South Delhi,70,0,Sat Jun 13 21:00:03 2020
158,Delhi,South East Delhi,130,0,Sat Jun 13 21:00:03 2020
159,Delhi,South West Delhi,42,0,Sat Jun 13 21:00:03 2020
160,Delhi,West Delhi,122,0,Sat Jun 13 21:00:03 2020
161,Delhi,Unknown,36036,0,Sat Jun 13 21:00:03 2020
162,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,29,1,Sat Jun 13 21:00:03 2020
163,Dadra and Nagar Haveli and Daman and Diu,Daman,2,0,Sat Jun 13 21:00:03 2020
164,Dadra and Nagar Haveli and Daman and Diu,Diu,0,0,Sat Jun 13 21:00:03 2020
165,Goa,Other State,4,0,Sat Jun 13 21:00:03 2020
166,Goa,North Goa,6,0,Sat Jun 13 21:00:03 2020
167,Goa,South Goa,377,0,Sat Jun 13 21:00:03 2020
168,Goa,Unknown,76,0,Sat Jun 13 21:00:03 2020
169,Gujarat,Other State,41,6,Sat Jun 13 21:00:03 2020
170,Gujarat,Ahmedabad,16306,344,Sat Jun 13 21:00:03 2020
171,Gujarat,Amreli,24,3,Sat Jun 13 21:00:03 2020
172,Gujarat,Anand,125,1,Sat Jun 13 21:00:03 2020
173,Gujarat,Aravalli,138,5,Sat Jun 13 21:00:03 2020
174,Gujarat,Banaskantha,150,2,Sat Jun 13 21:00:03 2020
175,Gujarat,Bharuch,78,4,Sat Jun 13 21:00:03 2020
176,Gujarat,Bhavnagar,166,7,Sat Jun 13 21:00:03 2020
177,Gujarat,Botad,65,1,Sat Jun 13 21:00:03 2020
178,Gujarat,Chhota Udaipur,40,1,Sat Jun 13 21:00:03 2020
179,Gujarat,Dahod,48,0,Sat Jun 13 21:00:03 2020
180,Gujarat,Dang,4,0,Sat Jun 13 21:00:03 2020
181,Gujarat,Devbhumi Dwarka,15,0,Sat Jun 13 21:00:03 2020
182,Gujarat,Gandhinagar,459,9,Sat Jun 13 21:00:03 2020
183,Gujarat,Gir Somnath,50,1,Sat Jun 13 21:00:03 2020
184,Gujarat,Jamnagar,76,3,Sat Jun 13 21:00:03 2020
185,Gujarat,Junagadh,43,1,Sat Jun 13 21:00:03 2020
186,Gujarat,Kheda,114,2,Sat Jun 13 21:00:03 2020
187,Gujarat,Kutch,92,4,Sat Jun 13 21:00:03 2020
188,Gujarat,Mahisagar,117,1,Sat Jun 13 21:00:03 2020
189,Gujarat,Mehsana,183,6,Sat Jun 13 21:00:03 2020
190,Gujarat,Morbi,6,0,Sat Jun 13 21:00:03 2020
191,Gujarat,Narmada,30,5,Sat Jun 13 21:00:03 2020
192,Gujarat,Navsari,39,0,Sat Jun 13 21:00:03 2020
193,Gujarat,Panchmahal,118,5,Sat Jun 13 21:00:03 2020
194,Gujarat,Patan,112,3,Sat Jun 13 21:00:03 2020
195,Gujarat,Porbandar,14,0,Sat Jun 13 21:00:03 2020
196,Gujarat,Rajkot,148,3,Sat Jun 13 21:00:03 2020
197,Gujarat,Sabarkantha,135,0,Sat Jun 13 21:00:03 2020
198,Gujarat,Surat,2503,59,Sat Jun 13 21:00:03 2020
199,Gujarat,Surendranagar,66,1,Sat Jun 13 21:00:03 2020
200,Gujarat,Tapi,6,0,Sat Jun 13 21:00:03 2020
201,Gujarat,Vadodara,1511,40,Sat Jun 13 21:00:03 2020
202,Gujarat,Valsad,57,0,Sat Jun 13 21:00:03 2020
203,Himachal Pradesh,Bilaspur,24,0,Sat Jun 13 21:00:03 2020
204,Himachal Pradesh,Chamba,35,0,Sat Jun 13 21:00:03 2020
205,Himachal Pradesh,Hamirpur,131,0,Sat Jun 13 21:00:03 2020
206,Himachal Pradesh,Kangra,135,7,Sat Jun 13 21:00:03 2020
207,Himachal Pradesh,Kinnaur,2,0,Sat Jun 13 21:00:03 2020
208,Himachal Pradesh,Kullu,4,0,Sat Jun 13 21:00:03 2020
209,Himachal Pradesh,Lahaul and Spiti,0,0,Sat Jun 13 21:00:03 2020
210,Himachal Pradesh,Mandi,22,0,Sat Jun 13 21:00:03 2020
211,Himachal Pradesh,Shimla,15,0,Sat Jun 13 21:00:03 2020
212,Himachal Pradesh,Sirmaur,26,0,Sat Jun 13 21:00:03 2020
213,Himachal Pradesh,Solan,38,0,Sat Jun 13 21:00:03 2020
214,Himachal Pradesh,Una,61,0,Sat Jun 13 21:00:03 2020
215,Haryana,Foreign Evacuees,21,0,Sat Jun 13 21:00:03 2020
216,Haryana,Ambala,152,0,Sat Jun 13 21:00:03 2020
217,Haryana,Bhiwani,98,12,Sat Jun 13 21:00:03 2020
218,Haryana,Charkhi Dadri,47,1,Sat Jun 13 21:00:03 2020
219,Haryana,Faridabad,999,13,Sat Jun 13 21:00:03 2020
220,Haryana,Fatehabad,60,0,Sat Jun 13 21:00:03 2020
221,Haryana,Gurugram,3007,85,Sat Jun 13 21:00:03 2020
222,Haryana,Hisar,110,0,Sat Jun 13 21:00:03 2020
223,Haryana,Italians,14,0,Sat Jun 13 21:00:03 2020
224,Haryana,Jhajjar,119,0,Sat Jun 13 21:00:03 2020
225,Haryana,Jind,69,0,Sat Jun 13 21:00:03 2020
226,Haryana,Kaithal,57,0,Sat Jun 13 21:00:03 2020
227,Haryana,Karnal,125,0,Sat Jun 13 21:00:03 2020
228,Haryana,Kurukshetra,63,0,Sat Jun 13 21:00:03 2020
229,Haryana,Mahendragarh,113,0,Sat Jun 13 21:00:03 2020
230,Haryana,Nuh,109,0,Sat Jun 13 21:00:03 2020
231,Haryana,Palwal,180,0,Sat Jun 13 21:00:03 2020
232,Haryana,Panchkula,47,0,Sat Jun 13 21:00:03 2020
233,Haryana,Panipat,91,2,Sat Jun 13 21:00:03 2020
234,Haryana,Rewari,73,0,Sat Jun 13 21:00:03 2020
235,Haryana,Rohtak,270,13,Sat Jun 13 21:00:03 2020
236,Haryana,Sirsa,62,0,Sat Jun 13 21:00:03 2020
237,Haryana,Sonipat,536,3,Sat Jun 13 21:00:03 2020
238,Haryana,Yamunanagar,41,0,Sat Jun 13 21:00:03 2020
239,Jharkhand,Bokaro,29,0,Sat Jun 13 21:00:03 2020
240,Jharkhand,Chatra,32,0,Sat Jun 13 21:00:03 2020
241,Jharkhand,Deoghar,10,0,Sat Jun 13 21:00:03 2020
242,Jharkhand,Dhanbad,114,0,Sat Jun 13 21:00:03 2020
243,Jharkhand,Dumka,4,0,Sat Jun 13 21:00:03 2020
244,Jharkhand,East Singhbhum,229,0,Sat Jun 13 21:00:03 2020
245,Jharkhand,Garhwa,88,0,Sat Jun 13 21:00:03 2020
246,Jharkhand,Giridih,52,0,Sat Jun 13 21:00:03 2020
247,Jharkhand,Godda,1,0,Sat Jun 13 21:00:03 2020
248,Jharkhand,Gumla,88,0,Sat Jun 13 21:00:03 2020
249,Jharkhand,Hazaribagh,132,0,Sat Jun 13 21:00:03 2020
250,Jharkhand,Jamtara,28,0,Sat Jun 13 21:00:03 2020
251,Jharkhand,Khunti,16,0,Sat Jun 13 21:00:03 2020
252,Jharkhand,Koderma,93,0,Sat Jun 13 21:00:03 2020
253,Jharkhand,Latehar,52,0,Sat Jun 13 21:00:03 2020
254,Jharkhand,Lohardaga,37,0,Sat Jun 13 21:00:03 2020
255,Jharkhand,Pakur,29,0,Sat Jun 13 21:00:03 2020
256,Jharkhand,Palamu,45,0,Sat Jun 13 21:00:03 2020
257,Jharkhand,Ramgarh,102,0,Sat Jun 13 21:00:03 2020
258,Jharkhand,Ranchi,164,0,Sat Jun 13 21:00:03 2020
259,Jharkhand,Sahibganj,3,0,Sat Jun 13 21:00:03 2020
260,Jharkhand,Saraikela-Kharsawan,33,0,Sat Jun 13 21:00:03 2020
261,Jharkhand,Simdega,232,0,Sat Jun 13 21:00:03 2020
262,Jharkhand,West Singhbhum,43,0,Sat Jun 13 21:00:03 2020
263,Jammu and Kashmir,Anantnag,484,0,Sat Jun 13 21:00:03 2020
264,Jammu and Kashmir,Bandipora,233,0,Sat Jun 13 21:00:03 2020
265,Jammu and Kashmir,Baramulla,504,0,Sat Jun 13 21:00:03 2020
266,Jammu and Kashmir,Budgam,220,0,Sat Jun 13 21:00:03 2020
267,Jammu and Kashmir,Doda,49,0,Sat Jun 13 21:00:03 2020
268,Jammu and Kashmir,Ganderbal,59,0,Sat Jun 13 21:00:03 2020
269,Jammu and Kashmir,Jammu,261,0,Sat Jun 13 21:00:03 2020
270,Jammu and Kashmir,Kathua,149,0,Sat Jun 13 21:00:03 2020
271,Jammu and Kashmir,Kishtwar,22,0,Sat Jun 13 21:00:03 2020
272,Jammu and Kashmir,Kulgam,572,0,Sat Jun 13 21:00:03 2020
273,Jammu and Kashmir,Kupwara,380,0,Sat Jun 13 21:00:03 2020
274,Jammu and Kashmir,Mirpur,0,0,Sat Jun 13 21:00:03 2020
275,Jammu and Kashmir,Muzaffarabad,0,0,Sat Jun 13 21:00:03 2020
276,Jammu and Kashmir,Pulwama,203,0,Sat Jun 13 21:00:03 2020
277,Jammu and Kashmir,Punch,103,0,Sat Jun 13 21:00:03 2020
278,Jammu and Kashmir,Rajouri,60,0,Sat Jun 13 21:00:03 2020
279,Jammu and Kashmir,Ramban,193,0,Sat Jun 13 21:00:03 2020
280,Jammu and Kashmir,Reasi,24,0,Sat Jun 13 21:00:03 2020
281,Jammu and Kashmir,Samba,83,0,Sat Jun 13 21:00:03 2020
282,Jammu and Kashmir,Shopiyan,477,0,Sat Jun 13 21:00:03 2020
283,Jammu and Kashmir,Srinagar,501,0,Sat Jun 13 21:00:03 2020
284,Jammu and Kashmir,Udhampur,153,0,Sat Jun 13 21:00:03 2020
285,Karnataka,Bagalkote,100,1,Sat Jun 13 21:00:03 2020
286,Karnataka,Ballari,179,11,Sat Jun 13 21:00:03 2020
287,Karnataka,Belagavi,303,0,Sat Jun 13 21:00:03 2020
288,Karnataka,Bengaluru Rural,37,0,Sat Jun 13 21:00:03 2020
289,Karnataka,Bengaluru Urban,648,31,Sat Jun 13 21:00:03 2020
290,Karnataka,Bidar,350,42,Sat Jun 13 21:00:03 2020
291,Karnataka,Chamarajanagara,1,0,Sat Jun 13 21:00:03 2020
292,Karnataka,Chikkaballapura,152,0,Sat Jun 13 21:00:03 2020
293,Karnataka,Chikkamagaluru,19,0,Sat Jun 13 21:00:03 2020
294,Karnataka,Chitradurga,43,0,Sat Jun 13 21:00:03 2020
295,Karnataka,Dakshina Kannada,263,30,Sat Jun 13 21:00:03 2020
296,Karnataka,Davanagere,226,3,Sat Jun 13 21:00:03 2020
297,Karnataka,Dharwad,111,20,Sat Jun 13 21:00:03 2020
298,Karnataka,Gadag,49,0,Sat Jun 13 21:00:03 2020
299,Karnataka,Hassan,236,11,Sat Jun 13 21:00:03 2020
300,Karnataka,Haveri,24,2,Sat Jun 13 21:00:03 2020
301,Karnataka,Kalaburagi,882,66,Sat Jun 13 21:00:03 2020
302,Karnataka,Kodagu,3,0,Sat Jun 13 21:00:03 2020
303,Karnataka,Kolar,41,4,Sat Jun 13 21:00:03 2020
304,Karnataka,Koppal,13,0,Sat Jun 13 21:00:03 2020
305,Karnataka,Mandya,338,2,Sat Jun 13 21:00:03 2020
306,Karnataka,Mysuru,114,1,Sat Jun 13 21:00:03 2020
307,Karnataka,Other State,34,0,Sat Jun 13 21:00:03 2020
308,Karnataka,Raichur,383,5,Sat Jun 13 21:00:03 2020
309,Karnataka,Ramanagara,16,1,Sat Jun 13 21:00:03 2020
310,Karnataka,Shivamogga,89,0,Sat Jun 13 21:00:03 2020
311,Karnataka,Tumakuru,41,0,Sat Jun 13 21:00:03 2020
312,Karnataka,Udupi,1005,14,Sat Jun 13 21:00:03 2020
313,Karnataka,Uttara Kannada,108,5,Sat Jun 13 21:00:03 2020
