,state,district,confirmed,delta,date
0,State Unassigned,Unassigned,7655,712,Tue Jun 16 21:00:02 2020
1,Andaman and Nicobar Islands,Nicobars,0,0,Tue Jun 16 21:00:02 2020
2,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Tue Jun 16 21:00:02 2020
3,Andaman and Nicobar Islands,South Andaman,35,0,Tue Jun 16 21:00:02 2020
4,Andaman and Nicobar Islands,Unknown,8,0,Tue Jun 16 21:00:02 2020
5,Andhra Pradesh,Foreign Evacuees,235,27,Tue Jun 16 21:00:02 2020
6,Andhra Pradesh,Anantapur,513,28,Tue Jun 16 21:00:02 2020
7,Andhra Pradesh,Chittoor,363,4,Tue Jun 16 21:00:02 2020
8,Andhra Pradesh,East Godavari,399,12,Tue Jun 16 21:00:02 2020
9,Andhra Pradesh,Guntur,671,29,Tue Jun 16 21:00:02 2020
10,Andhra Pradesh,Krishna,791,34,Tue Jun 16 21:00:02 2020
11,Andhra Pradesh,Kurnool,1092,56,Tue Jun 16 21:00:02 2020
12,Andhra Pradesh,Other State,1203,44,Tue Jun 16 21:00:02 2020
13,Andhra Pradesh,Prakasam,103,0,Tue Jun 16 21:00:02 2020
14,Andhra Pradesh,S.P.S. Nellore,423,11,Tue Jun 16 21:00:02 2020
15,Andhra Pradesh,Srikakulam,55,0,Tue Jun 16 21:00:02 2020
16,Andhra Pradesh,Visakhapatnam,223,3,Tue Jun 16 21:00:02 2020
17,Andhra Pradesh,Vizianagaram,74,1,Tue Jun 16 21:00:02 2020
18,Andhra Pradesh,West Godavari,311,10,Tue Jun 16 21:00:02 2020
19,Andhra Pradesh,Y.S.R. Kadapa,262,5,Tue Jun 16 21:00:02 2020
20,Andhra Pradesh,Unknown,2,0,Tue Jun 16 21:00:02 2020
21,Arunachal Pradesh,Anjaw,0,0,Tue Jun 16 21:00:02 2020
22,Arunachal Pradesh,Changlang,57,0,Tue Jun 16 21:00:02 2020
23,Arunachal Pradesh,East Kameng,0,0,Tue Jun 16 21:00:02 2020
24,Arunachal Pradesh,East Siang,9,0,Tue Jun 16 21:00:02 2020
25,Arunachal Pradesh,Kamle,0,0,Tue Jun 16 21:00:02 2020
26,Arunachal Pradesh,Kra Daadi,0,0,Tue Jun 16 21:00:02 2020
27,Arunachal Pradesh,Kurung Kumey,0,0,Tue Jun 16 21:00:02 2020
28,Arunachal Pradesh,Lepa Rada,0,0,Tue Jun 16 21:00:02 2020
29,Arunachal Pradesh,Lohit,3,0,Tue Jun 16 21:00:02 2020
30,Arunachal Pradesh,Longding,1,0,Tue Jun 16 21:00:02 2020
31,Arunachal Pradesh,Lower Dibang Valley,2,0,Tue Jun 16 21:00:02 2020
32,Arunachal Pradesh,Lower Siang,0,0,Tue Jun 16 21:00:02 2020
33,Arunachal Pradesh,Lower Subansiri,0,0,Tue Jun 16 21:00:02 2020
34,Arunachal Pradesh,Namsai,3,0,Tue Jun 16 21:00:02 2020
35,Arunachal Pradesh,Pakke Kessang,1,0,Tue Jun 16 21:00:02 2020
36,Arunachal Pradesh,Papum Pare,10,0,Tue Jun 16 21:00:02 2020
37,Arunachal Pradesh,Shi Yomi,0,0,Tue Jun 16 21:00:02 2020
38,Arunachal Pradesh,Siang,0,0,Tue Jun 16 21:00:02 2020
39,Arunachal Pradesh,Tawang,1,0,Tue Jun 16 21:00:02 2020
40,Arunachal Pradesh,Tirap,2,0,Tue Jun 16 21:00:02 2020
41,Arunachal Pradesh,Upper Dibang Valley,0,0,Tue Jun 16 21:00:02 2020
42,Arunachal Pradesh,Upper Siang,1,0,Tue Jun 16 21:00:02 2020
43,Arunachal Pradesh,Upper Subansiri,0,0,Tue Jun 16 21:00:02 2020
44,Arunachal Pradesh,West Kameng,4,0,Tue Jun 16 21:00:02 2020
45,Arunachal Pradesh,West Siang,1,0,Tue Jun 16 21:00:02 2020
46,Assam,Airport Quarantine,4,0,Tue Jun 16 21:00:02 2020
47,Assam,Baksa,25,0,Tue Jun 16 21:00:02 2020
48,Assam,Barpeta,121,0,Tue Jun 16 21:00:02 2020
49,Assam,Biswanath,54,0,Tue Jun 16 21:00:02 2020
50,Assam,Bongaigaon,20,0,Tue Jun 16 21:00:02 2020
51,Assam,Cachar,91,0,Tue Jun 16 21:00:02 2020
52,Assam,Charaideo,15,0,Tue Jun 16 21:00:02 2020
53,Assam,Chirang,41,0,Tue Jun 16 21:00:02 2020
54,Assam,Darrang,102,0,Tue Jun 16 21:00:02 2020
55,Assam,Dhemaji,87,3,Tue Jun 16 21:00:02 2020
56,Assam,Dhubri,323,0,Tue Jun 16 21:00:02 2020
57,Assam,Dibrugarh,57,0,Tue Jun 16 21:00:02 2020
58,Assam,Dima Hasao,88,0,Tue Jun 16 21:00:02 2020
59,Assam,Goalpara,57,0,Tue Jun 16 21:00:02 2020
60,Assam,Golaghat,242,0,Tue Jun 16 21:00:02 2020
61,Assam,Hailakandi,52,0,Tue Jun 16 21:00:02 2020
62,Assam,Hojai,267,1,Tue Jun 16 21:00:02 2020
63,Assam,Jorhat,94,0,Tue Jun 16 21:00:02 2020
64,Assam,Kamrup,206,0,Tue Jun 16 21:00:02 2020
65,Assam,Kamrup Metropolitan,564,0,Tue Jun 16 21:00:02 2020
66,Assam,Karbi Anglong,18,0,Tue Jun 16 21:00:02 2020
67,Assam,Karimganj,86,0,Tue Jun 16 21:00:02 2020
68,Assam,Kokrajhar,73,0,Tue Jun 16 21:00:02 2020
69,Assam,Lakhimpur,79,0,Tue Jun 16 21:00:02 2020
70,Assam,Majuli,16,0,Tue Jun 16 21:00:02 2020
71,Assam,Morigaon,49,0,Tue Jun 16 21:00:02 2020
72,Assam,Nagaon,277,1,Tue Jun 16 21:00:02 2020
73,Assam,Nalbari,25,0,Tue Jun 16 21:00:02 2020
74,Assam,Other State,1,0,Tue Jun 16 21:00:02 2020
75,Assam,Sivasagar,27,0,Tue Jun 16 21:00:02 2020
76,Assam,Sonitpur,46,2,Tue Jun 16 21:00:02 2020
77,Assam,South Salmara Mankachar,7,0,Tue Jun 16 21:00:02 2020
78,Assam,Tinsukia,102,0,Tue Jun 16 21:00:02 2020
79,Assam,Udalguri,92,3,Tue Jun 16 21:00:02 2020
80,Assam,West Karbi Anglong,28,0,Tue Jun 16 21:00:02 2020
81,Assam,Unknown,884,0,Tue Jun 16 21:00:02 2020
82,Bihar,Araria,90,1,Tue Jun 16 21:00:02 2020
83,Bihar,Arwal,80,7,Tue Jun 16 21:00:02 2020
84,Bihar,Aurangabad,137,1,Tue Jun 16 21:00:02 2020
85,Bihar,Banka,176,1,Tue Jun 16 21:00:02 2020
86,Bihar,Begusarai,318,10,Tue Jun 16 21:00:02 2020
87,Bihar,Bhagalpur,336,9,Tue Jun 16 21:00:02 2020
88,Bihar,Bhojpur,150,5,Tue Jun 16 21:00:02 2020
89,Bihar,Buxar,158,0,Tue Jun 16 21:00:02 2020
90,Bihar,Darbhanga,165,1,Tue Jun 16 21:00:02 2020
91,Bihar,East Champaran,155,0,Tue Jun 16 21:00:02 2020
92,Bihar,Gaya,141,0,Tue Jun 16 21:00:02 2020
93,Bihar,Gopalganj,167,0,Tue Jun 16 21:00:02 2020
94,Bihar,Jamui,53,0,Tue Jun 16 21:00:02 2020
95,Bihar,Jehanabad,193,2,Tue Jun 16 21:00:02 2020
96,Bihar,Kaimur,140,1,Tue Jun 16 21:00:02 2020
97,Bihar,Katihar,228,1,Tue Jun 16 21:00:02 2020
98,Bihar,Khagaria,296,3,Tue Jun 16 21:00:02 2020
99,Bihar,Kishanganj,129,3,Tue Jun 16 21:00:02 2020
100,Bihar,Lakhisarai,73,1,Tue Jun 16 21:00:02 2020
101,Bihar,Madhepura,145,0,Tue Jun 16 21:00:02 2020
102,Bihar,Madhubani,304,0,Tue Jun 16 21:00:02 2020
103,Bihar,Munger,273,1,Tue Jun 16 21:00:02 2020
104,Bihar,Muzaffarpur,182,2,Tue Jun 16 21:00:02 2020
105,Bihar,Nalanda,153,2,Tue Jun 16 21:00:02 2020
106,Bihar,Nawada,187,3,Tue Jun 16 21:00:02 2020
107,Bihar,Patna,334,4,Tue Jun 16 21:00:02 2020
108,Bihar,Purnia,243,1,Tue Jun 16 21:00:02 2020
109,Bihar,Rohtas,285,2,Tue Jun 16 21:00:02 2020
110,Bihar,Saharsa,116,0,Tue Jun 16 21:00:02 2020
111,Bihar,Samastipur,174,8,Tue Jun 16 21:00:02 2020
112,Bihar,Saran,163,0,Tue Jun 16 21:00:02 2020
113,Bihar,Sheikhpura,128,0,Tue Jun 16 21:00:02 2020
114,Bihar,Sheohar,71,1,Tue Jun 16 21:00:02 2020
