,states,districts,confirmed,delta,date
241,Maharashtra,Hingoli,1,0,Sun Apr 19 17:56:09 2020
242,Maharashtra,Amravati,6,0,Sun Apr 19 17:56:09 2020
243,Maharashtra,Latur,8,0,Sun Apr 19 17:56:09 2020
244,Maharashtra,Jalna,2,0,Sun Apr 19 17:56:09 2020
245,Maharashtra,Parbhani,1,0,Sun Apr 19 17:56:09 2020
246,Maharashtra,Akola,15,0,Sun Apr 19 17:56:09 2020
247,Maharashtra,Bid,1,0,Sun Apr 19 17:56:09 2020
248,Maharashtra,Solapur,14,0,Sun Apr 19 17:56:09 2020
249,Maharashtra,Dhule,1,0,Sun Apr 19 17:56:09 2020
250,Maharashtra,Chandrapur,2,0,Sun Apr 19 17:56:09 2020
251,Maharashtra,Unknown,1,0,Sun Apr 19 17:56:09 2020
252,Maharashtra,Nandurbar,1,0,Sun Apr 19 17:56:09 2020
253,Punjab,Amritsar,11,0,Sun Apr 19 17:56:09 2020
254,Punjab,Shahid Bhagat Singh Nagar,19,0,Sun Apr 19 17:56:09 2020
255,Punjab,S.A.S. Nagar,57,0,Sun Apr 19 17:56:09 2020
256,Punjab,Hoshiarpur,7,0,Sun Apr 19 17:56:09 2020
257,Punjab,Jalandhar,41,0,Sun Apr 19 17:56:09 2020
258,Punjab,Ludhiana,15,0,Sun Apr 19 17:56:09 2020
259,Punjab,Patiala,26,0,Sun Apr 19 17:56:09 2020
260,Punjab,Rupnagar,3,0,Sun Apr 19 17:56:09 2020
261,Punjab,Mansa,11,0,Sun Apr 19 17:56:09 2020
262,Punjab,Pathankot,24,0,Sun Apr 19 17:56:09 2020
263,Punjab,Faridkot,3,0,Sun Apr 19 17:56:09 2020
264,Punjab,Barnala,2,0,Sun Apr 19 17:56:09 2020
265,Punjab,Fatehgarh Sahib,2,0,Sun Apr 19 17:56:09 2020
266,Punjab,Kapurthala,2,0,Sun Apr 19 17:56:09 2020
267,Punjab,Moga,4,0,Sun Apr 19 17:56:09 2020
268,Punjab,Sri Muktsar Sahib,1,0,Sun Apr 19 17:56:09 2020
269,Punjab,Sangrur,3,0,Sun Apr 19 17:56:09 2020
270,Punjab,Gurdaspur,2,0,Sun Apr 19 17:56:09 2020
271,Punjab,Firozpur,1,0,Sun Apr 19 17:56:09 2020
272,Andhra Pradesh,S.P.S. Nellore,68,0,Sun Apr 19 17:56:09 2020
273,Andhra Pradesh,Prakasam,44,0,Sun Apr 19 17:56:09 2020
274,Andhra Pradesh,Visakhapatnam,21,1,Sun Apr 19 17:56:09 2020
275,Andhra Pradesh,East Godavari,24,5,Sun Apr 19 17:56:09 2020
276,Andhra Pradesh,Krishna,75,6,Sun Apr 19 17:56:09 2020
277,Andhra Pradesh,Chittoor,28,0,Sun Apr 19 17:56:09 2020
278,Andhra Pradesh,Guntur,128,3,Sun Apr 19 17:56:09 2020
279,Andhra Pradesh,Kurnool,158,26,Sun Apr 19 17:56:09 2020
280,Andhra Pradesh,Anantapur,29,3,Sun Apr 19 17:56:09 2020
281,Andhra Pradesh,West Godavari,35,0,Sun Apr 19 17:56:09 2020
282,Andhra Pradesh,Y.S.R.,37,0,Sun Apr 19 17:56:09 2020
283,Uttarakhand,Dehradun,20,0,Sun Apr 19 17:56:09 2020
284,Uttarakhand,Pauri Garhwal,1,0,Sun Apr 19 17:56:09 2020
285,Uttarakhand,Udham Singh Nagar,4,0,Sun Apr 19 17:56:09 2020
286,Uttarakhand,Nainital,9,0,Sun Apr 19 17:56:09 2020
287,Uttarakhand,Haridwar,7,0,Sun Apr 19 17:56:09 2020
288,Uttarakhand,Almora,1,0,Sun Apr 19 17:56:09 2020
289,Odisha,Khordha,46,0,Sun Apr 19 17:56:09 2020
290,Odisha,Bhadrak,3,0,Sun Apr 19 17:56:09 2020
291,Odisha,Cuttack,1,0,Sun Apr 19 17:56:09 2020
292,Odisha,Puri,1,0,Sun Apr 19 17:56:09 2020
293,Odisha,Jajapur,2,0,Sun Apr 19 17:56:09 2020
294,Odisha,Kalahandi,2,0,Sun Apr 19 17:56:09 2020
295,Odisha,Kendrapara,2,0,Sun Apr 19 17:56:09 2020
296,Odisha,Dhenkanal,1,0,Sun Apr 19 17:56:09 2020
297,Odisha,Sundargarh,2,0,Sun Apr 19 17:56:09 2020
298,Odisha,Baleshwar,1,0,Sun Apr 19 17:56:09 2020
299,Puducherry,Mahe,1,0,Sun Apr 19 17:56:09 2020
300,Puducherry,Puducherry,6,0,Sun Apr 19 17:56:09 2020
301,West Bengal,Kolkata,11,0,Sun Apr 19 17:56:09 2020
302,West Bengal,North 24 Parganas,4,0,Sun Apr 19 17:56:09 2020
303,West Bengal,Nadia,5,0,Sun Apr 19 17:56:09 2020
304,West Bengal,Medinipur East,3,0,Sun Apr 19 17:56:09 2020
305,West Bengal,Kalimpong,1,0,Sun Apr 19 17:56:09 2020
306,West Bengal,Hooghly,1,0,Sun Apr 19 17:56:09 2020
307,West Bengal,Howrah,1,0,Sun Apr 19 17:56:09 2020
308,West Bengal,South 24 Parganas,1,0,Sun Apr 19 17:56:09 2020
309,West Bengal,Unknown,283,23,Sun Apr 19 17:56:09 2020
310,Chandigarh,Chandigarh,23,0,Sun Apr 19 17:56:09 2020
311,Chandigarh,Unknown,3,3,Sun Apr 19 17:56:09 2020
312,Chhattisgarh,Raipur,5,0,Sun Apr 19 17:56:09 2020
313,Chhattisgarh,Rajnandgaon,1,0,Sun Apr 19 17:56:09 2020
314,Chhattisgarh,Bilaspur,1,0,Sun Apr 19 17:56:09 2020
315,Chhattisgarh,Durg,1,0,Sun Apr 19 17:56:09 2020
316,Chhattisgarh,Korba,28,0,Sun Apr 19 17:56:09 2020
317,Gujarat,Rajkot,35,5,Sun Apr 19 17:56:09 2020
318,Gujarat,Surat,223,67,Sun Apr 19 17:56:09 2020
319,Gujarat,Ahmadabad,1001,140,Sun Apr 19 17:56:09 2020
320,Gujarat,Vadodara,161,8,Sun Apr 19 17:56:09 2020
321,Gujarat,Gandhinagar,17,0,Sun Apr 19 17:56:09 2020
322,Gujarat,Kachchh,4,0,Sun Apr 19 17:56:09 2020
323,Gujarat,Mahesana,5,1,Sun Apr 19 17:56:09 2020
324,Gujarat,Bhavnagar,32,2,Sun Apr 19 17:56:09 2020
325,Gujarat,Porbandar,3,0,Sun Apr 19 17:56:09 2020
326,Gujarat,Gir Somnath,2,0,Sun Apr 19 17:56:09 2020
327,Gujarat,Panch Mahals,9,0,Sun Apr 19 17:56:09 2020
328,Gujarat,Patan,15,0,Sun Apr 19 17:56:09 2020
329,Gujarat,Chota Udaipur,7,1,Sun Apr 19 17:56:09 2020
330,Gujarat,Jamnagar,1,0,Sun Apr 19 17:56:09 2020
331,Gujarat,Morbi,1,0,Sun Apr 19 17:56:09 2020
332,Gujarat,Anand,28,1,Sun Apr 19 17:56:09 2020
333,Gujarat,Sabar Kantha,2,0,Sun Apr 19 17:56:09 2020
334,Gujarat,Dahod,3,0,Sun Apr 19 17:56:09 2020
335,Gujarat,Bharuch,22,0,Sun Apr 19 17:56:09 2020
336,Gujarat,Banas Kantha,11,2,Sun Apr 19 17:56:09 2020
337,Gujarat,Botad,5,1,Sun Apr 19 17:56:09 2020
338,Gujarat,Kheda,3,0,Sun Apr 19 17:56:09 2020
339,Gujarat,Narmada,11,0,Sun Apr 19 17:56:09 2020
340,Gujarat,Aravalli,1,0,Sun Apr 19 17:56:09 2020
341,Gujarat,Mahisagar,2,0,Sun Apr 19 17:56:09 2020
342,Himachal Pradesh,Kangra,5,0,Sun Apr 19 17:56:09 2020
343,Himachal Pradesh,Una,15,0,Sun Apr 19 17:56:09 2020
344,Himachal Pradesh,Solan,9,0,Sun Apr 19 17:56:09 2020
345,Himachal Pradesh,Chamba,6,0,Sun Apr 19 17:56:09 2020
346,Himachal Pradesh,Sirmaur,1,0,Sun Apr 19 17:56:09 2020
347,Himachal Pradesh,Unknown,3,0,Sun Apr 19 17:56:09 2020
348,Madhya Pradesh,Jabalpur,13,0,Sun Apr 19 17:56:09 2020
349,Madhya Pradesh,Bhopal,197,0,Sun Apr 19 17:56:09 2020
350,Madhya Pradesh,Indore,841,0,Sun Apr 19 17:56:09 2020
351,Madhya Pradesh,Ujjain,31,0,Sun Apr 19 17:56:09 2020
352,Madhya Pradesh,Gwalior,6,0,Sun Apr 19 17:56:09 2020
353,Madhya Pradesh,Shivpuri,2,0,Sun Apr 19 17:56:09 2020
354,Madhya Pradesh,Chhindwara,4,0,Sun Apr 19 17:56:09 2020
355,Madhya Pradesh,Morena,14,0,Sun Apr 19 17:56:09 2020
356,Madhya Pradesh,Khargone,39,0,Sun Apr 19 17:56:09 2020
357,Madhya Pradesh,Barwani,22,0,Sun Apr 19 17:56:09 2020
358,Madhya Pradesh,Betul,2,0,Sun Apr 19 17:56:09 2020
359,Madhya Pradesh,Vidisha,13,0,Sun Apr 19 17:56:09 2020
360,Madhya Pradesh,Other Region*,1,0,Sun Apr 19 17:56:09 2020
361,Madhya Pradesh,Sheopur,3,0,Sun Apr 19 17:56:09 2020
362,Madhya Pradesh,Khandwa,33,0,Sun Apr 19 17:56:09 2020
363,Madhya Pradesh,Dhar,10,0,Sun Apr 19 17:56:09 2020
364,Madhya Pradesh,Hoshangabad,19,0,Sun Apr 19 17:56:09 2020
365,Madhya Pradesh,Raisen,8,0,Sun Apr 19 17:56:09 2020
366,Madhya Pradesh,Dewas,18,0,Sun Apr 19 17:56:09 2020
367,Madhya Pradesh,Sagar,1,0,Sun Apr 19 17:56:09 2020
