,states,districts,confirmed,delta,date
0,Kerala,Thrissur,13,0,Sun Apr 19 17:56:09 2020
1,Kerala,Alappuzha,5,0,Sun Apr 19 17:56:09 2020
2,Kerala,Kasaragod,168,0,Sun Apr 19 17:56:09 2020
3,Kerala,Pathanamthitta,17,0,Sun Apr 19 17:56:09 2020
4,Kerala,Kannur,85,0,Sun Apr 19 17:56:09 2020
5,Kerala,Ernakulam,24,0,Sun Apr 19 17:56:09 2020
6,Kerala,Kottayam,3,0,Sun Apr 19 17:56:09 2020
7,Kerala,Thiruvananthapuram,14,0,Sun Apr 19 17:56:09 2020
8,Kerala,Idukki,10,0,Sun Apr 19 17:56:09 2020
9,Kerala,Malappuram,20,0,Sun Apr 19 17:56:09 2020
10,Kerala,Kozhikode,20,0,Sun Apr 19 17:56:09 2020
11,Kerala,Palakkad,8,0,Sun Apr 19 17:56:09 2020
12,Kerala,Wayanad,3,0,Sun Apr 19 17:56:09 2020
13,Kerala,Kollam,9,0,Sun Apr 19 17:56:09 2020
14,Delhi,East Delhi,1,0,Sun Apr 19 17:56:09 2020
15,Delhi,South West Delhi,3,0,Sun Apr 19 17:56:09 2020
16,Delhi,West Delhi,2,0,Sun Apr 19 17:56:09 2020
17,Delhi,North Delhi,3,0,Sun Apr 19 17:56:09 2020
18,Delhi,New Delhi,5,0,Sun Apr 19 17:56:09 2020
19,Delhi,South Delhi,26,0,Sun Apr 19 17:56:09 2020
20,Delhi,North East Delhi,1,0,Sun Apr 19 17:56:09 2020
21,Delhi,North West Delhi,3,0,Sun Apr 19 17:56:09 2020
22,Delhi,Unknown,1849,0,Sun Apr 19 17:56:09 2020
23,Telangana,Hyderabad,448,0,Sun Apr 19 17:56:09 2020
24,Telangana,Karimnagar,19,0,Sun Apr 19 17:56:09 2020
25,Telangana,Bhadradri Kothagudem,4,0,Sun Apr 19 17:56:09 2020
26,Telangana,Ranga Reddy,25,0,Sun Apr 19 17:56:09 2020
27,Telangana,Medchal Malkajgiri,6,0,Sun Apr 19 17:56:09 2020
28,Telangana,Rajanna Sircilla,3,0,Sun Apr 19 17:56:09 2020
29,Telangana,Khammam,7,0,Sun Apr 19 17:56:09 2020
30,Telangana,Warangal Urban,21,0,Sun Apr 19 17:56:09 2020
31,Telangana,Unknown,22,0,Sun Apr 19 17:56:09 2020
32,Telangana,Vikarabad,33,0,Sun Apr 19 17:56:09 2020
33,Telangana,Suryapet,43,0,Sun Apr 19 17:56:09 2020
34,Telangana,Siddipet,1,0,Sun Apr 19 17:56:09 2020
35,Telangana,Sangareddy,7,0,Sun Apr 19 17:56:09 2020
36,Telangana,Nizamabad,58,0,Sun Apr 19 17:56:09 2020
37,Telangana,Medak,5,0,Sun Apr 19 17:56:09 2020
38,Telangana,Mahabubnagar,11,0,Sun Apr 19 17:56:09 2020
39,Telangana,Mahabubabad,1,0,Sun Apr 19 17:56:09 2020
40,Telangana,Adilabad,11,0,Sun Apr 19 17:56:09 2020
41,Telangana,Nirmal,17,0,Sun Apr 19 17:56:09 2020
42,Telangana,Peddapalli,2,0,Sun Apr 19 17:56:09 2020
43,Telangana,Jagitial,3,0,Sun Apr 19 17:56:09 2020
44,Telangana,Jogulamba Gadwal,26,0,Sun Apr 19 17:56:09 2020
45,Telangana,Nalgonda,13,0,Sun Apr 19 17:56:09 2020
46,Telangana,Nagarkurnool,2,0,Sun Apr 19 17:56:09 2020
47,Telangana,Mulugu,2,0,Sun Apr 19 17:56:09 2020
48,Telangana,Kamareddy,11,0,Sun Apr 19 17:56:09 2020
49,Telangana,Jayashankar,3,0,Sun Apr 19 17:56:09 2020
50,Telangana,Jangoan,2,0,Sun Apr 19 17:56:09 2020
51,Telangana,Kumuram Bheem Asifabad,3,0,Sun Apr 19 17:56:09 2020
52,Rajasthan,Italians*,2,0,Sun Apr 19 17:56:09 2020
53,Rajasthan,Jaipur,526,7,Sun Apr 19 17:56:09 2020
54,Rajasthan,Jhunjhunu,37,1,Sun Apr 19 17:56:09 2020
55,Rajasthan,Bhilwara,29,1,Sun Apr 19 17:56:09 2020
56,Rajasthan,Jodhpur,210,30,Sun Apr 19 17:56:09 2020
57,Rajasthan,Pali,2,0,Sun Apr 19 17:56:09 2020
58,Rajasthan,Sikar,2,0,Sun Apr 19 17:56:09 2020
59,Rajasthan,Pratapgarh,2,0,Sun Apr 19 17:56:09 2020
60,Rajasthan,Dungarpur,5,0,Sun Apr 19 17:56:09 2020
61,Rajasthan,Churu,14,0,Sun Apr 19 17:56:09 2020
62,Rajasthan,Ajmer,18,0,Sun Apr 19 17:56:09 2020
63,Rajasthan,Evacuees*,60,0,Sun Apr 19 17:56:09 2020
64,Rajasthan,Alwar,7,0,Sun Apr 19 17:56:09 2020
65,Rajasthan,Tonk,95,0,Sun Apr 19 17:56:09 2020
66,Rajasthan,Dhaulpur,1,0,Sun Apr 19 17:56:09 2020
67,Rajasthan,Udaipur,4,0,Sun Apr 19 17:56:09 2020
68,Rajasthan,Bharatpur,102,17,Sun Apr 19 17:56:09 2020
69,Rajasthan,Bikaner,37,2,Sun Apr 19 17:56:09 2020
70,Rajasthan,Dausa,13,0,Sun Apr 19 17:56:09 2020
71,Rajasthan,Banswara,60,0,Sun Apr 19 17:56:09 2020
72,Rajasthan,Karauli,3,0,Sun Apr 19 17:56:09 2020
73,Rajasthan,Nagaur,43,12,Sun Apr 19 17:56:09 2020
74,Rajasthan,Jaisalmer,32,1,Sun Apr 19 17:56:09 2020
75,Rajasthan,Kota,99,2,Sun Apr 19 17:56:09 2020
76,Rajasthan,Jhalawar,20,2,Sun Apr 19 17:56:09 2020
77,Rajasthan,Barmer,1,0,Sun Apr 19 17:56:09 2020
78,Rajasthan,Hanumangarh,3,1,Sun Apr 19 17:56:09 2020
79,Rajasthan,Sawai Madhopur,4,4,Sun Apr 19 17:56:09 2020
80,Haryana,Italians*,14,0,Sun Apr 19 17:56:09 2020
81,Haryana,Gurugram,36,4,Sun Apr 19 17:56:09 2020
82,Haryana,Faridabad,42,9,Sun Apr 19 17:56:09 2020
83,Haryana,Panipat,5,0,Sun Apr 19 17:56:09 2020
84,Haryana,Panchkula,17,0,Sun Apr 19 17:56:09 2020
85,Haryana,Sonipat,7,0,Sun Apr 19 17:56:09 2020
86,Haryana,Palwal,34,0,Sun Apr 19 17:56:09 2020
87,Haryana,Ambala,8,1,Sun Apr 19 17:56:09 2020
88,Haryana,Sirsa,4,0,Sun Apr 19 17:56:09 2020
89,Haryana,Hisar,2,0,Sun Apr 19 17:56:09 2020
90,Haryana,Rohtak,1,0,Sun Apr 19 17:56:09 2020
91,Haryana,Nuh,57,0,Sun Apr 19 17:56:09 2020
92,Haryana,Karnal,6,0,Sun Apr 19 17:56:09 2020
93,Haryana,Bhiwani,2,0,Sun Apr 19 17:56:09 2020
94,Haryana,Kaithal,2,0,Sun Apr 19 17:56:09 2020
95,Haryana,Charki Dadri,1,0,Sun Apr 19 17:56:09 2020
96,Haryana,Jind,2,0,Sun Apr 19 17:56:09 2020
97,Haryana,Fatehabad,1,0,Sun Apr 19 17:56:09 2020
98,Haryana,Kurukshetra,2,0,Sun Apr 19 17:56:09 2020
99,Haryana,Yamunanagar,3,0,Sun Apr 19 17:56:09 2020
100,Uttar Pradesh,Agra,199,0,Sun Apr 19 17:56:09 2020
101,Uttar Pradesh,Ghaziabad,30,0,Sun Apr 19 17:56:09 2020
102,Uttar Pradesh,Lucknow,160,0,Sun Apr 19 17:56:09 2020
103,Uttar Pradesh,Gautam Buddha Nagar,95,0,Sun Apr 19 17:56:09 2020
104,Uttar Pradesh,Kheri,4,0,Sun Apr 19 17:56:09 2020
105,Uttar Pradesh,Moradabad,39,0,Sun Apr 19 17:56:09 2020
106,Uttar Pradesh,Varanasi,14,0,Sun Apr 19 17:56:09 2020
107,Uttar Pradesh,Kanpur Nagar,30,0,Sun Apr 19 17:56:09 2020
108,Uttar Pradesh,Pilibhit,2,0,Sun Apr 19 17:56:09 2020
109,Uttar Pradesh,Jaunpur,5,0,Sun Apr 19 17:56:09 2020
110,Uttar Pradesh,Baghpat,15,0,Sun Apr 19 17:56:09 2020
111,Uttar Pradesh,Shamli,23,0,Sun Apr 19 17:56:09 2020
112,Uttar Pradesh,Meerut,70,0,Sun Apr 19 17:56:09 2020
113,Uttar Pradesh,Bareilly,6,0,Sun Apr 19 17:56:09 2020
114,Uttar Pradesh,Bulandshahr,15,0,Sun Apr 19 17:56:09 2020
115,Uttar Pradesh,Basti,16,0,Sun Apr 19 17:56:09 2020
116,Uttar Pradesh,Hardoi,2,0,Sun Apr 19 17:56:09 2020
117,Uttar Pradesh,Shahjahanpur,1,0,Sun Apr 19 17:56:09 2020
118,Uttar Pradesh,Firozabad,38,0,Sun Apr 19 17:56:09 2020
119,Uttar Pradesh,Azamgarh,6,0,Sun Apr 19 17:56:09 2020
120,Uttar Pradesh,Saharanpur,53,0,Sun Apr 19 17:56:09 2020
121,Uttar Pradesh,Pratapgarh,6,0,Sun Apr 19 17:56:09 2020
122,Uttar Pradesh,Hapur,16,0,Sun Apr 19 17:56:09 2020
123,Uttar Pradesh,Ghazipur,5,0,Sun Apr 19 17:56:09 2020
124,Uttar Pradesh,Banda,3,0,Sun Apr 19 17:56:09 2020
125,Uttar Pradesh,Mahrajganj,6,0,Sun Apr 19 17:56:09 2020
126,Uttar Pradesh,Hathras,4,0,Sun Apr 19 17:56:09 2020
127,Uttar Pradesh,Mirzapur,4,0,Sun Apr 19 17:56:09 2020
128,Uttar Pradesh,Rae Bareli,2,0,Sun Apr 19 17:56:09 2020
129,Uttar Pradesh,Bara Banki,1,0,Sun Apr 19 17:56:09 2020
130,Uttar Pradesh,Auraiya,6,0,Sun Apr 19 17:56:09 2020
131,Uttar Pradesh,Mathura,4,0,Sun Apr 19 17:56:09 2020
132,Uttar Pradesh,Budaun,5,0,Sun Apr 19 17:56:09 2020
133,Uttar Pradesh,Kaushambi,2,0,Sun Apr 19 17:56:09 2020
134,Uttar Pradesh,Bijnor,22,0,Sun Apr 19 17:56:09 2020
135,Uttar Pradesh,Prayagraj,1,0,Sun Apr 19 17:56:09 2020
136,Uttar Pradesh,Sitapur,17,0,Sun Apr 19 17:56:09 2020
137,Uttar Pradesh,Muzaffarnagar,7,0,Sun Apr 19 17:56:09 2020
138,Uttar Pradesh,Amroha,10,0,Sun Apr 19 17:56:09 2020
139,Uttar Pradesh,Rampur,6,0,Sun Apr 19 17:56:09 2020
140,Uttar Pradesh,Bhadohi,1,0,Sun Apr 19 17:56:09 2020
141,Uttar Pradesh,Kasganj,3,0,Sun Apr 19 17:56:09 2020
142,Uttar Pradesh,Etawah,2,0,Sun Apr 19 17:56:09 2020
143,Uttar Pradesh,Sambhal,7,0,Sun Apr 19 17:56:09 2020
144,Uttar Pradesh,Unnao,1,0,Sun Apr 19 17:56:09 2020
145,Uttar Pradesh,Kannauj,4,0,Sun Apr 19 17:56:09 2020
146,Uttar Pradesh,Sant Kabir Nagar,1,0,Sun Apr 19 17:56:09 2020
147,Uttar Pradesh,Mainpuri,4,0,Sun Apr 19 17:56:09 2020
148,Uttar Pradesh,Gonda,1,0,Sun Apr 19 17:56:09 2020
149,Ladakh,Leh,14,0,Sun Apr 19 17:56:09 2020
150,Ladakh,Kargil,4,0,Sun Apr 19 17:56:09 2020
151,Tamil Nadu,Kancheepuram,7,0,Sun Apr 19 17:56:09 2020
152,Tamil Nadu,Chennai,240,0,Sun Apr 19 17:56:09 2020
153,Tamil Nadu,Erode,70,0,Sun Apr 19 17:56:09 2020
154,Tamil Nadu,Coimbatore,128,0,Sun Apr 19 17:56:09 2020
155,Tamil Nadu,Tirunelveli,62,0,Sun Apr 19 17:56:09 2020
156,Tamil Nadu,Tiruppur,108,0,Sun Apr 19 17:56:09 2020
157,Tamil Nadu,Madurai,44,0,Sun Apr 19 17:56:09 2020
158,Tamil Nadu,Chengalpattu,47,0,Sun Apr 19 17:56:09 2020
159,Tamil Nadu,Salem,24,0,Sun Apr 19 17:56:09 2020
160,Tamil Nadu,Ranipet,38,0,Sun Apr 19 17:56:09 2020
161,Tamil Nadu,Thanjavur,35,0,Sun Apr 19 17:56:09 2020
162,Tamil Nadu,Vellore,23,0,Sun Apr 19 17:56:09 2020
163,Tamil Nadu,Virudhunagar,17,0,Sun Apr 19 17:56:09 2020
164,Tamil Nadu,Karur,41,0,Sun Apr 19 17:56:09 2020
165,Tamil Nadu,Tiruvannamalai,8,0,Sun Apr 19 17:56:09 2020
166,Tamil Nadu,Viluppuram,30,0,Sun Apr 19 17:56:09 2020
167,Tamil Nadu,Namakkal,50,0,Sun Apr 19 17:56:09 2020
168,Tamil Nadu,Kanniyakumari,16,0,Sun Apr 19 17:56:09 2020
169,Tamil Nadu,Thoothukkudi,26,0,Sun Apr 19 17:56:09 2020
170,Tamil Nadu,Theni,44,0,Sun Apr 19 17:56:09 2020
171,Tamil Nadu,Dindigul,69,0,Sun Apr 19 17:56:09 2020
172,Tamil Nadu,Sivaganga,11,0,Sun Apr 19 17:56:09 2020
173,Tamil Nadu,Tirupathur,17,0,Sun Apr 19 17:56:09 2020
174,Tamil Nadu,Thiruvarur,22,0,Sun Apr 19 17:56:09 2020
175,Tamil Nadu,Ramanathapuram,10,0,Sun Apr 19 17:56:09 2020
176,Tamil Nadu,Thiruvallur,47,0,Sun Apr 19 17:56:09 2020
177,Tamil Nadu,Nagapattinam,40,0,Sun Apr 19 17:56:09 2020
178,Tamil Nadu,Cuddalore,20,0,Sun Apr 19 17:56:09 2020
179,Tamil Nadu,Kallakurichi,3,0,Sun Apr 19 17:56:09 2020
180,Tamil Nadu,Perambalur,4,0,Sun Apr 19 17:56:09 2020
181,Tamil Nadu,Tiruchirappalli,46,0,Sun Apr 19 17:56:09 2020
182,Tamil Nadu,The Nilgiris,9,0,Sun Apr 19 17:56:09 2020
183,Tamil Nadu,Ariyalur,1,0,Sun Apr 19 17:56:09 2020
184,Tamil Nadu,Tenkasi,15,0,Sun Apr 19 17:56:09 2020
185,Jammu and Kashmir,Jammu,26,0,Sun Apr 19 17:56:09 2020
186,Jammu and Kashmir,Srinagar,78,0,Sun Apr 19 17:56:09 2020
187,Jammu and Kashmir,Bandipore,80,0,Sun Apr 19 17:56:09 2020
188,Jammu and Kashmir,Rajouri,3,0,Sun Apr 19 17:56:09 2020
189,Jammu and Kashmir,Badgam,13,0,Sun Apr 19 17:56:09 2020
190,Jammu and Kashmir,Baramula,42,0,Sun Apr 19 17:56:09 2020
191,Jammu and Kashmir,Shupiyan,22,0,Sun Apr 19 17:56:09 2020
192,Jammu and Kashmir,Udhampur,20,0,Sun Apr 19 17:56:09 2020
193,Jammu and Kashmir,Pulwama,3,0,Sun Apr 19 17:56:09 2020
194,Jammu and Kashmir,Kupwara,27,0,Sun Apr 19 17:56:09 2020
195,Jammu and Kashmir,Ganderbal,14,0,Sun Apr 19 17:56:09 2020
196,Jammu and Kashmir,Kulgam,5,0,Sun Apr 19 17:56:09 2020
197,Jammu and Kashmir,Kishtwar,1,0,Sun Apr 19 17:56:09 2020
198,Jammu and Kashmir,Samba,4,0,Sun Apr 19 17:56:09 2020
199,Jammu and Kashmir,Budaun,1,0,Sun Apr 19 17:56:09 2020
200,Jammu and Kashmir,Anantnag,2,0,Sun Apr 19 17:56:09 2020
201,Karnataka,Bengaluru,100,0,Sun Apr 19 17:56:09 2020
202,Karnataka,Kalaburagi,22,0,Sun Apr 19 17:56:09 2020
203,Karnataka,Kodagu,1,0,Sun Apr 19 17:56:09 2020
204,Karnataka,Mysuru,84,4,Sun Apr 19 17:56:09 2020
205,Karnataka,Dharwad,7,0,Sun Apr 19 17:56:09 2020
206,Karnataka,Uttara Kannada,10,0,Sun Apr 19 17:56:09 2020
207,Karnataka,Dakshina Kannada,13,0,Sun Apr 19 17:56:09 2020
208,Karnataka,Chikkaballapura,13,0,Sun Apr 19 17:56:09 2020
209,Karnataka,Udupi,3,0,Sun Apr 19 17:56:09 2020
210,Karnataka,Davanagere,3,0,Sun Apr 19 17:56:09 2020
211,Karnataka,Tumakuru,1,0,Sun Apr 19 17:56:09 2020
212,Karnataka,Ballari,13,0,Sun Apr 19 17:56:09 2020
213,Karnataka,Bidar,14,0,Sun Apr 19 17:56:09 2020
214,Karnataka,Bagalkote,21,0,Sun Apr 19 17:56:09 2020
215,Karnataka,Belagavi,42,0,Sun Apr 19 17:56:09 2020
216,Karnataka,Bengaluru Rural,5,0,Sun Apr 19 17:56:09 2020
217,Karnataka,Gadag,3,0,Sun Apr 19 17:56:09 2020
218,Karnataka,Mandya,12,0,Sun Apr 19 17:56:09 2020
219,Karnataka,Vijayapura,21,0,Sun Apr 19 17:56:09 2020
220,Maharashtra,Pune,591,0,Sun Apr 19 17:56:09 2020
221,Maharashtra,Mumbai,2268,0,Sun Apr 19 17:56:09 2020
222,Maharashtra,Nagpur,60,0,Sun Apr 19 17:56:09 2020
223,Maharashtra,Ahmadnagar,29,0,Sun Apr 19 17:56:09 2020
224,Maharashtra,Thane,341,0,Sun Apr 19 17:56:09 2020
225,Maharashtra,Raigarh,42,0,Sun Apr 19 17:56:09 2020
226,Maharashtra,Yavatmal,13,0,Sun Apr 19 17:56:09 2020
227,Maharashtra,Aurangabad,28,0,Sun Apr 19 17:56:09 2020
228,Maharashtra,Ratnagiri,6,0,Sun Apr 19 17:56:09 2020
229,Maharashtra,Palghar,83,0,Sun Apr 19 17:56:09 2020
230,Maharashtra,Sangli,26,0,Sun Apr 19 17:56:09 2020
231,Maharashtra,Satara,11,0,Sun Apr 19 17:56:09 2020
232,Maharashtra,Sindhudurg,1,0,Sun Apr 19 17:56:09 2020
233,Maharashtra,Gondiya,1,0,Sun Apr 19 17:56:09 2020
234,Maharashtra,Kolhapur,5,0,Sun Apr 19 17:56:09 2020
235,Maharashtra,Other States*,11,0,Sun Apr 19 17:56:09 2020
236,Maharashtra,Jalgaon,2,0,Sun Apr 19 17:56:09 2020
237,Maharashtra,Buldana,21,0,Sun Apr 19 17:56:09 2020
238,Maharashtra,Nashik,52,0,Sun Apr 19 17:56:09 2020
239,Maharashtra,Osmanabad,3,0,Sun Apr 19 17:56:09 2020
240,Maharashtra,Washim,1,0,Sun Apr 19 17:56:09 2020
