,states,districts,confirmed,delta,date
379,Bihar,Gopalganj,3,0,Sun Apr 19 13:46:55 2020
380,Bihar,Gaya,5,0,Sun Apr 19 13:46:55 2020
381,Bihar,Begusarai,9,0,Sun Apr 19 13:46:55 2020
382,Bihar,Saran,1,0,Sun Apr 19 13:46:55 2020
383,Bihar,Bhagalpur,1,0,Sun Apr 19 13:46:55 2020
384,Bihar,Nawada,3,0,Sun Apr 19 13:46:55 2020
385,Bihar,Vaishali,1,0,Sun Apr 19 13:46:55 2020
386,Bihar,Buxar,2,0,Sun Apr 19 13:46:55 2020
387,Manipur,Imphal West,1,0,Sun Apr 19 13:46:55 2020
388,Manipur,Imphal East,1,0,Sun Apr 19 13:46:55 2020
389,Mizoram,Aizawl,1,0,Sun Apr 19 13:46:55 2020
390,Goa,North Goa,4,0,Sun Apr 19 13:46:55 2020
391,Goa,Unknown,3,0,Sun Apr 19 13:46:55 2020
392,Andaman and Nicobar Islands,South Andaman,8,0,Sun Apr 19 13:46:55 2020
393,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Sun Apr 19 13:46:55 2020
394,Andaman and Nicobar Islands,Unknown,5,0,Sun Apr 19 13:46:55 2020
395,Jharkhand,Ranchi,18,0,Sun Apr 19 13:46:55 2020
396,Jharkhand,Hazaribagh,2,0,Sun Apr 19 13:46:55 2020
397,Jharkhand,Bokaro,9,0,Sun Apr 19 13:46:55 2020
398,Jharkhand,Kodarma,1,0,Sun Apr 19 13:46:55 2020
399,Jharkhand,Giridih,1,0,Sun Apr 19 13:46:55 2020
400,Jharkhand,Simdega,1,0,Sun Apr 19 13:46:55 2020
401,Jharkhand,Dhanbad,1,0,Sun Apr 19 13:46:55 2020
402,Assam,Cachar,2,0,Sun Apr 19 13:46:55 2020
403,Assam,Kamrup Metropolitan,5,0,Sun Apr 19 13:46:55 2020
404,Assam,Jorhat,8,0,Sun Apr 19 13:46:55 2020
405,Assam,Goalpara,4,0,Sun Apr 19 13:46:55 2020
406,Assam,Nalbari,3,0,Sun Apr 19 13:46:55 2020
407,Assam,South Salmara Mancachar,1,0,Sun Apr 19 13:46:55 2020
408,Assam,Kamrup,1,0,Sun Apr 19 13:46:55 2020
409,Assam,Morigaon,3,0,Sun Apr 19 13:46:55 2020
410,Assam,Golaghat,1,0,Sun Apr 19 13:46:55 2020
411,Assam,Lakhimpur,1,0,Sun Apr 19 13:46:55 2020
412,Assam,Dhubri,4,0,Sun Apr 19 13:46:55 2020
413,Assam,Hailakandi,1,0,Sun Apr 19 13:46:55 2020
414,Arunachal Pradesh,Lohit,1,0,Sun Apr 19 13:46:55 2020
415,Tripura,Gomati,1,0,Sun Apr 19 13:46:55 2020
416,Tripura,North Tripura,1,0,Sun Apr 19 13:46:55 2020
417,Nagaland,Dimapur,1,0,Sun Apr 19 13:46:55 2020
418,Meghalaya,East Khasi Hills,7,0,Sun Apr 19 13:46:55 2020
419,Meghalaya,Unknown,4,0,Sun Apr 19 13:46:55 2020
