,state,district,confirmed,delta,date
0,State Unassigned,Unassigned,5121,448,Mon Jun  1 06:00:03 2020
1,Andaman and Nicobar Islands,Nicobars,0,0,Mon Jun  1 06:00:03 2020
2,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Mon Jun  1 06:00:03 2020
3,Andaman and Nicobar Islands,South Andaman,32,0,Mon Jun  1 06:00:03 2020
4,Andhra Pradesh,Foreign Evacuees,111,0,Mon Jun  1 06:00:03 2020
5,Andhra Pradesh,Anantapur,216,7,Mon Jun  1 06:00:03 2020
6,Andhra Pradesh,Chittoor,257,4,Mon Jun  1 06:00:03 2020
7,Andhra Pradesh,East Godavari,206,16,Mon Jun  1 06:00:03 2020
8,Andhra Pradesh,Guntur,489,11,Mon Jun  1 06:00:03 2020
9,Andhra Pradesh,Krishna,470,14,Mon Jun  1 06:00:03 2020
10,Andhra Pradesh,Kurnool,723,19,Mon Jun  1 06:00:03 2020
11,Andhra Pradesh,Other State,418,12,Mon Jun  1 06:00:03 2020
12,Andhra Pradesh,Prakasam,79,4,Mon Jun  1 06:00:03 2020
13,Andhra Pradesh,S.P.S. Nellore,239,0,Mon Jun  1 06:00:03 2020
14,Andhra Pradesh,Srikakulam,23,0,Mon Jun  1 06:00:03 2020
15,Andhra Pradesh,Visakhapatnam,101,2,Mon Jun  1 06:00:03 2020
16,Andhra Pradesh,Vizianagaram,24,2,Mon Jun  1 06:00:03 2020
17,Andhra Pradesh,West Godavari,99,16,Mon Jun  1 06:00:03 2020
18,Andhra Pradesh,Y.S.R. Kadapa,116,3,Mon Jun  1 06:00:03 2020
19,Andhra Pradesh,Unknown,0,0,Mon Jun  1 06:00:03 2020
20,Arunachal Pradesh,Anjaw,0,0,Mon Jun  1 06:00:03 2020
21,Arunachal Pradesh,Changlang,0,0,Mon Jun  1 06:00:03 2020
22,Arunachal Pradesh,East Kameng,0,0,Mon Jun  1 06:00:03 2020
23,Arunachal Pradesh,East Siang,0,0,Mon Jun  1 06:00:03 2020
24,Arunachal Pradesh,Kamle,0,0,Mon Jun  1 06:00:03 2020
25,Arunachal Pradesh,Kra Daadi,0,0,Mon Jun  1 06:00:03 2020
26,Arunachal Pradesh,Kurung Kumey,0,0,Mon Jun  1 06:00:03 2020
27,Arunachal Pradesh,Lepa Rada,0,0,Mon Jun  1 06:00:03 2020
28,Arunachal Pradesh,Lohit,1,0,Mon Jun  1 06:00:03 2020
29,Arunachal Pradesh,Longding,0,0,Mon Jun  1 06:00:03 2020
30,Arunachal Pradesh,Lower Dibang Valley,0,0,Mon Jun  1 06:00:03 2020
31,Arunachal Pradesh,Lower Siang,0,0,Mon Jun  1 06:00:03 2020
32,Arunachal Pradesh,Lower Subansiri,0,0,Mon Jun  1 06:00:03 2020
33,Arunachal Pradesh,Namsai,0,0,Mon Jun  1 06:00:03 2020
34,Arunachal Pradesh,Pakke Kessang,0,0,Mon Jun  1 06:00:03 2020
35,Arunachal Pradesh,Papum Pare,0,0,Mon Jun  1 06:00:03 2020
36,Arunachal Pradesh,Shi Yomi,0,0,Mon Jun  1 06:00:03 2020
37,Arunachal Pradesh,Siang,0,0,Mon Jun  1 06:00:03 2020
38,Arunachal Pradesh,Tawang,0,0,Mon Jun  1 06:00:03 2020
39,Arunachal Pradesh,Tirap,0,0,Mon Jun  1 06:00:03 2020
40,Arunachal Pradesh,Upper Dibang Valley,0,0,Mon Jun  1 06:00:03 2020
