,state,district,confirmed,delta,date
0,State Unassigned,Unassigned,8674,430,Thu Jun 18 13:00:04 2020
1,Andaman and Nicobar Islands,Nicobars,0,0,Thu Jun 18 13:00:04 2020
2,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Thu Jun 18 13:00:04 2020
3,Andaman and Nicobar Islands,South Andaman,35,0,Thu Jun 18 13:00:04 2020
4,Andaman and Nicobar Islands,Unknown,9,0,Thu Jun 18 13:00:04 2020
5,Andhra Pradesh,Foreign Evacuees,235,0,Thu Jun 18 13:00:04 2020
6,Andhra Pradesh,Anantapur,580,0,Thu Jun 18 13:00:04 2020
7,Andhra Pradesh,Chittoor,388,0,Thu Jun 18 13:00:04 2020
8,Andhra Pradesh,East Godavari,404,0,Thu Jun 18 13:00:04 2020
9,Andhra Pradesh,Guntur,694,0,Thu Jun 18 13:00:04 2020
10,Andhra Pradesh,Krishna,821,0,Thu Jun 18 13:00:04 2020
11,Andhra Pradesh,Kurnool,1151,0,Thu Jun 18 13:00:04 2020
12,Andhra Pradesh,Other State,1253,0,Thu Jun 18 13:00:04 2020
13,Andhra Pradesh,Prakasam,117,0,Thu Jun 18 13:00:04 2020
14,Andhra Pradesh,S.P.S. Nellore,425,0,Thu Jun 18 13:00:04 2020
15,Andhra Pradesh,Srikakulam,55,0,Thu Jun 18 13:00:04 2020
16,Andhra Pradesh,Visakhapatnam,229,0,Thu Jun 18 13:00:04 2020
17,Andhra Pradesh,Vizianagaram,74,0,Thu Jun 18 13:00:04 2020
18,Andhra Pradesh,West Godavari,348,0,Thu Jun 18 13:00:04 2020
19,Andhra Pradesh,Y.S.R. Kadapa,269,0,Thu Jun 18 13:00:04 2020
20,Andhra Pradesh,Unknown,28,0,Thu Jun 18 13:00:04 2020
21,Arunachal Pradesh,Anjaw,0,0,Thu Jun 18 13:00:04 2020
22,Arunachal Pradesh,Changlang,60,0,Thu Jun 18 13:00:04 2020
23,Arunachal Pradesh,East Kameng,0,0,Thu Jun 18 13:00:04 2020
24,Arunachal Pradesh,East Siang,9,0,Thu Jun 18 13:00:04 2020
25,Arunachal Pradesh,Kamle,0,0,Thu Jun 18 13:00:04 2020
26,Arunachal Pradesh,Kra Daadi,0,0,Thu Jun 18 13:00:04 2020
27,Arunachal Pradesh,Kurung Kumey,0,0,Thu Jun 18 13:00:04 2020
28,Arunachal Pradesh,Lepa Rada,0,0,Thu Jun 18 13:00:04 2020
29,Arunachal Pradesh,Lohit,3,0,Thu Jun 18 13:00:04 2020
30,Arunachal Pradesh,Longding,1,0,Thu Jun 18 13:00:04 2020
31,Arunachal Pradesh,Lower Dibang Valley,3,0,Thu Jun 18 13:00:04 2020
32,Arunachal Pradesh,Lower Siang,1,0,Thu Jun 18 13:00:04 2020
33,Arunachal Pradesh,Lower Subansiri,0,0,Thu Jun 18 13:00:04 2020
34,Arunachal Pradesh,Namsai,4,0,Thu Jun 18 13:00:04 2020
35,Arunachal Pradesh,Pakke Kessang,1,0,Thu Jun 18 13:00:04 2020
36,Arunachal Pradesh,Papum Pare,11,0,Thu Jun 18 13:00:04 2020
37,Arunachal Pradesh,Shi Yomi,0,0,Thu Jun 18 13:00:04 2020
38,Arunachal Pradesh,Siang,0,0,Thu Jun 18 13:00:04 2020
39,Arunachal Pradesh,Tawang,1,0,Thu Jun 18 13:00:04 2020
40,Arunachal Pradesh,Tirap,3,0,Thu Jun 18 13:00:04 2020
41,Arunachal Pradesh,Upper Dibang Valley,0,0,Thu Jun 18 13:00:04 2020
42,Arunachal Pradesh,Upper Siang,1,0,Thu Jun 18 13:00:04 2020
43,Arunachal Pradesh,Upper Subansiri,0,0,Thu Jun 18 13:00:04 2020
44,Arunachal Pradesh,West Kameng,4,0,Thu Jun 18 13:00:04 2020
45,Arunachal Pradesh,West Siang,1,0,Thu Jun 18 13:00:04 2020
46,Assam,Airport Quarantine,4,0,Thu Jun 18 13:00:04 2020
47,Assam,Baksa,55,0,Thu Jun 18 13:00:04 2020
48,Assam,Barpeta,145,0,Thu Jun 18 13:00:04 2020
49,Assam,Biswanath,55,0,Thu Jun 18 13:00:04 2020
50,Assam,Bongaigaon,24,0,Thu Jun 18 13:00:04 2020
51,Assam,Cachar,95,0,Thu Jun 18 13:00:04 2020
52,Assam,Charaideo,15,0,Thu Jun 18 13:00:04 2020
53,Assam,Chirang,41,0,Thu Jun 18 13:00:04 2020
54,Assam,Darrang,102,0,Thu Jun 18 13:00:04 2020
55,Assam,Dhemaji,92,0,Thu Jun 18 13:00:04 2020
56,Assam,Dhubri,323,0,Thu Jun 18 13:00:04 2020
57,Assam,Dibrugarh,63,0,Thu Jun 18 13:00:04 2020
58,Assam,Dima Hasao,89,0,Thu Jun 18 13:00:04 2020
59,Assam,Goalpara,57,0,Thu Jun 18 13:00:04 2020
60,Assam,Golaghat,264,0,Thu Jun 18 13:00:04 2020
61,Assam,Hailakandi,64,0,Thu Jun 18 13:00:04 2020
62,Assam,Hojai,267,0,Thu Jun 18 13:00:04 2020
63,Assam,Jorhat,121,0,Thu Jun 18 13:00:04 2020
64,Assam,Kamrup,212,0,Thu Jun 18 13:00:04 2020
65,Assam,Kamrup Metropolitan,579,0,Thu Jun 18 13:00:04 2020
66,Assam,Karbi Anglong,25,0,Thu Jun 18 13:00:04 2020
67,Assam,Karimganj,86,0,Thu Jun 18 13:00:04 2020
68,Assam,Kokrajhar,82,0,Thu Jun 18 13:00:04 2020
69,Assam,Lakhimpur,79,0,Thu Jun 18 13:00:04 2020
70,Assam,Majuli,16,0,Thu Jun 18 13:00:04 2020
71,Assam,Morigaon,49,0,Thu Jun 18 13:00:04 2020
72,Assam,Nagaon,281,0,Thu Jun 18 13:00:04 2020
73,Assam,Nalbari,25,0,Thu Jun 18 13:00:04 2020
74,Assam,Other State,1,0,Thu Jun 18 13:00:04 2020
75,Assam,Sivasagar,27,0,Thu Jun 18 13:00:04 2020
76,Assam,Sonitpur,49,0,Thu Jun 18 13:00:04 2020
77,Assam,South Salmara Mankachar,7,0,Thu Jun 18 13:00:04 2020
78,Assam,Tinsukia,102,0,Thu Jun 18 13:00:04 2020
79,Assam,Udalguri,94,0,Thu Jun 18 13:00:04 2020
80,Assam,West Karbi Anglong,28,0,Thu Jun 18 13:00:04 2020
81,Assam,Unknown,1077,0,Thu Jun 18 13:00:04 2020
82,Bihar,Araria,100,0,Thu Jun 18 13:00:04 2020
83,Bihar,Arwal,80,0,Thu Jun 18 13:00:04 2020
84,Bihar,Aurangabad,141,0,Thu Jun 18 13:00:04 2020
85,Bihar,Banka,177,0,Thu Jun 18 13:00:04 2020
86,Bihar,Begusarai,335,0,Thu Jun 18 13:00:04 2020
87,Bihar,Bhagalpur,341,0,Thu Jun 18 13:00:04 2020
88,Bihar,Bhojpur,150,0,Thu Jun 18 13:00:04 2020
89,Bihar,Buxar,162,0,Thu Jun 18 13:00:04 2020
90,Bihar,Darbhanga,169,0,Thu Jun 18 13:00:04 2020
91,Bihar,East Champaran,160,0,Thu Jun 18 13:00:04 2020
92,Bihar,Gaya,159,0,Thu Jun 18 13:00:04 2020
93,Bihar,Gopalganj,174,0,Thu Jun 18 13:00:04 2020
94,Bihar,Jamui,55,0,Thu Jun 18 13:00:04 2020
95,Bihar,Jehanabad,201,0,Thu Jun 18 13:00:04 2020
96,Bihar,Kaimur,140,0,Thu Jun 18 13:00:04 2020
97,Bihar,Katihar,234,0,Thu Jun 18 13:00:04 2020
98,Bihar,Khagaria,296,0,Thu Jun 18 13:00:04 2020
99,Bihar,Kishanganj,129,0,Thu Jun 18 13:00:04 2020
100,Bihar,Lakhisarai,84,0,Thu Jun 18 13:00:04 2020
101,Bihar,Madhepura,148,0,Thu Jun 18 13:00:04 2020
102,Bihar,Madhubani,323,0,Thu Jun 18 13:00:04 2020
103,Bihar,Munger,285,0,Thu Jun 18 13:00:04 2020
104,Bihar,Muzaffarpur,184,0,Thu Jun 18 13:00:04 2020
105,Bihar,Nalanda,158,0,Thu Jun 18 13:00:04 2020
106,Bihar,Nawada,190,0,Thu Jun 18 13:00:04 2020
107,Bihar,Patna,344,0,Thu Jun 18 13:00:04 2020
108,Bihar,Purnia,245,0,Thu Jun 18 13:00:04 2020
109,Bihar,Rohtas,290,0,Thu Jun 18 13:00:04 2020
110,Bihar,Saharsa,117,0,Thu Jun 18 13:00:04 2020
111,Bihar,Samastipur,180,0,Thu Jun 18 13:00:04 2020
112,Bihar,Saran,165,0,Thu Jun 18 13:00:04 2020
113,Bihar,Sheikhpura,128,0,Thu Jun 18 13:00:04 2020
114,Bihar,Sheohar,72,0,Thu Jun 18 13:00:04 2020
115,Bihar,Sitamarhi,120,0,Thu Jun 18 13:00:04 2020
116,Bihar,Siwan,279,0,Thu Jun 18 13:00:04 2020
117,Bihar,Supaul,182,0,Thu Jun 18 13:00:04 2020
118,Bihar,Vaishali,118,0,Thu Jun 18 13:00:04 2020
119,Bihar,West Champaran,125,0,Thu Jun 18 13:00:04 2020
120,Chandigarh,Chandigarh,371,1,Thu Jun 18 13:00:04 2020
121,Chhattisgarh,Other State,1,0,Thu Jun 18 13:00:04 2020
122,Chhattisgarh,Balod,42,0,Thu Jun 18 13:00:04 2020
123,Chhattisgarh,Baloda Bazar,180,0,Thu Jun 18 13:00:04 2020
124,Chhattisgarh,Balrampur,71,0,Thu Jun 18 13:00:04 2020
125,Chhattisgarh,Bametara,41,0,Thu Jun 18 13:00:04 2020
126,Chhattisgarh,Bastar,5,0,Thu Jun 18 13:00:04 2020
127,Chhattisgarh,Bijapur,0,0,Thu Jun 18 13:00:04 2020
128,Chhattisgarh,Bilaspur,168,0,Thu Jun 18 13:00:04 2020
129,Chhattisgarh,Dakshin Bastar Dantewada,2,0,Thu Jun 18 13:00:04 2020
130,Chhattisgarh,Dhamtari,8,0,Thu Jun 18 13:00:04 2020
131,Chhattisgarh,Durg,74,0,Thu Jun 18 13:00:04 2020
132,Chhattisgarh,Gariaband,21,0,Thu Jun 18 13:00:04 2020
133,Chhattisgarh,Janjgir Champa,151,0,Thu Jun 18 13:00:04 2020
134,Chhattisgarh,Jashpur,93,0,Thu Jun 18 13:00:04 2020
135,Chhattisgarh,Kabeerdham,89,0,Thu Jun 18 13:00:04 2020
136,Chhattisgarh,Kondagaon,3,0,Thu Jun 18 13:00:04 2020
137,Chhattisgarh,Korba,253,0,Thu Jun 18 13:00:04 2020
138,Chhattisgarh,Koriya,49,0,Thu Jun 18 13:00:04 2020
139,Chhattisgarh,Mahasamund,78,0,Thu Jun 18 13:00:04 2020
140,Chhattisgarh,Mungeli,117,0,Thu Jun 18 13:00:04 2020
141,Chhattisgarh,Narayanpur,2,0,Thu Jun 18 13:00:04 2020
142,Chhattisgarh,Raigarh,74,0,Thu Jun 18 13:00:04 2020
143,Chhattisgarh,Raipur,177,0,Thu Jun 18 13:00:04 2020
144,Chhattisgarh,Rajnandgaon,92,0,Thu Jun 18 13:00:04 2020
145,Chhattisgarh,Sukma,0,0,Thu Jun 18 13:00:04 2020
146,Chhattisgarh,Surajpur,17,0,Thu Jun 18 13:00:04 2020
147,Chhattisgarh,Surguja,27,0,Thu Jun 18 13:00:04 2020
