,state,district,confirmed,delta,date
0,State Unassigned,Unassigned,7250,0,Sat Jun  6 09:00:02 2020
1,Andaman and Nicobar Islands,Nicobars,0,0,Sat Jun  6 09:00:02 2020
2,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Sat Jun  6 09:00:02 2020
3,Andaman and Nicobar Islands,South Andaman,32,0,Sat Jun  6 09:00:02 2020
4,Andhra Pradesh,Foreign Evacuees,123,0,Sat Jun  6 09:00:02 2020
5,Andhra Pradesh,Anantapur,255,0,Sat Jun  6 09:00:02 2020
6,Andhra Pradesh,Chittoor,285,0,Sat Jun  6 09:00:02 2020
7,Andhra Pradesh,East Godavari,253,0,Sat Jun  6 09:00:02 2020
8,Andhra Pradesh,Guntur,540,0,Sat Jun  6 09:00:02 2020
9,Andhra Pradesh,Krishna,505,0,Sat Jun  6 09:00:02 2020
10,Andhra Pradesh,Kurnool,745,0,Sat Jun  6 09:00:02 2020
11,Andhra Pradesh,Other State,700,0,Sat Jun  6 09:00:02 2020
12,Andhra Pradesh,Prakasam,85,0,Sat Jun  6 09:00:02 2020
13,Andhra Pradesh,S.P.S. Nellore,288,0,Sat Jun  6 09:00:02 2020
14,Andhra Pradesh,Srikakulam,29,0,Sat Jun  6 09:00:02 2020
15,Andhra Pradesh,Visakhapatnam,111,0,Sat Jun  6 09:00:02 2020
16,Andhra Pradesh,Vizianagaram,32,0,Sat Jun  6 09:00:02 2020
17,Andhra Pradesh,West Godavari,149,0,Sat Jun  6 09:00:02 2020
18,Andhra Pradesh,Y.S.R. Kadapa,150,0,Sat Jun  6 09:00:02 2020
19,Andhra Pradesh,Unknown,0,0,Sat Jun  6 09:00:02 2020
20,Arunachal Pradesh,Anjaw,0,0,Sat Jun  6 09:00:02 2020
21,Arunachal Pradesh,Changlang,31,0,Sat Jun  6 09:00:02 2020
22,Arunachal Pradesh,East Kameng,0,0,Sat Jun  6 09:00:02 2020
23,Arunachal Pradesh,East Siang,0,0,Sat Jun  6 09:00:02 2020
24,Arunachal Pradesh,Kamle,0,0,Sat Jun  6 09:00:02 2020
25,Arunachal Pradesh,Kra Daadi,0,0,Sat Jun  6 09:00:02 2020
26,Arunachal Pradesh,Kurung Kumey,0,0,Sat Jun  6 09:00:02 2020
27,Arunachal Pradesh,Lepa Rada,0,0,Sat Jun  6 09:00:02 2020
28,Arunachal Pradesh,Lohit,2,0,Sat Jun  6 09:00:02 2020
29,Arunachal Pradesh,Longding,0,0,Sat Jun  6 09:00:02 2020
30,Arunachal Pradesh,Lower Dibang Valley,0,0,Sat Jun  6 09:00:02 2020
31,Arunachal Pradesh,Lower Siang,0,0,Sat Jun  6 09:00:02 2020
32,Arunachal Pradesh,Lower Subansiri,0,0,Sat Jun  6 09:00:02 2020
33,Arunachal Pradesh,Namsai,2,0,Sat Jun  6 09:00:02 2020
34,Arunachal Pradesh,Pakke Kessang,1,0,Sat Jun  6 09:00:02 2020
35,Arunachal Pradesh,Papum Pare,7,0,Sat Jun  6 09:00:02 2020
36,Arunachal Pradesh,Shi Yomi,0,0,Sat Jun  6 09:00:02 2020
37,Arunachal Pradesh,Siang,0,0,Sat Jun  6 09:00:02 2020
38,Arunachal Pradesh,Tawang,1,0,Sat Jun  6 09:00:02 2020
39,Arunachal Pradesh,Tirap,0,0,Sat Jun  6 09:00:02 2020
40,Arunachal Pradesh,Upper Dibang Valley,0,0,Sat Jun  6 09:00:02 2020
41,Arunachal Pradesh,Upper Siang,1,0,Sat Jun  6 09:00:02 2020
42,Arunachal Pradesh,Upper Subansiri,0,0,Sat Jun  6 09:00:02 2020
43,Arunachal Pradesh,West Kameng,0,0,Sat Jun  6 09:00:02 2020
44,Arunachal Pradesh,West Siang,1,0,Sat Jun  6 09:00:02 2020
45,Assam,Baksa,16,0,Sat Jun  6 09:00:02 2020
46,Assam,Barpeta,68,0,Sat Jun  6 09:00:02 2020
47,Assam,Biswanath,40,0,Sat Jun  6 09:00:02 2020
48,Assam,Bongaigaon,11,0,Sat Jun  6 09:00:02 2020
49,Assam,Cachar,80,0,Sat Jun  6 09:00:02 2020
50,Assam,Charaideo,14,0,Sat Jun  6 09:00:02 2020
51,Assam,Chirang,33,0,Sat Jun  6 09:00:02 2020
52,Assam,Darrang,43,0,Sat Jun  6 09:00:02 2020
53,Assam,Dhemaji,34,0,Sat Jun  6 09:00:02 2020
54,Assam,Dhubri,238,0,Sat Jun  6 09:00:02 2020
55,Assam,Dibrugarh,42,0,Sat Jun  6 09:00:02 2020
56,Assam,Dima Hasao,76,0,Sat Jun  6 09:00:02 2020
57,Assam,Goalpara,42,0,Sat Jun  6 09:00:02 2020
58,Assam,Golaghat,209,0,Sat Jun  6 09:00:02 2020
59,Assam,Hailakandi,44,0,Sat Jun  6 09:00:02 2020
60,Assam,Hojai,158,0,Sat Jun  6 09:00:02 2020
61,Assam,Jorhat,27,0,Sat Jun  6 09:00:02 2020
62,Assam,Kamrup,115,0,Sat Jun  6 09:00:02 2020
63,Assam,Kamrup Metropolitan,391,0,Sat Jun  6 09:00:02 2020
64,Assam,Karbi Anglong,8,0,Sat Jun  6 09:00:02 2020
65,Assam,Karimganj,76,0,Sat Jun  6 09:00:02 2020
66,Assam,Kokrajhar,57,0,Sat Jun  6 09:00:02 2020
67,Assam,Lakhimpur,55,0,Sat Jun  6 09:00:02 2020
68,Assam,Majuli,0,0,Sat Jun  6 09:00:02 2020
69,Assam,Morigaon,48,0,Sat Jun  6 09:00:02 2020
70,Assam,Nagaon,89,0,Sat Jun  6 09:00:02 2020
71,Assam,Nalbari,25,0,Sat Jun  6 09:00:02 2020
72,Assam,Other State,1,0,Sat Jun  6 09:00:02 2020
73,Assam,Sivasagar,26,0,Sat Jun  6 09:00:02 2020
74,Assam,Sonitpur,28,0,Sat Jun  6 09:00:02 2020
75,Assam,South Salmara Mankachar,6,0,Sat Jun  6 09:00:02 2020
76,Assam,Tinsukia,66,0,Sat Jun  6 09:00:02 2020
77,Assam,Udalguri,65,0,Sat Jun  6 09:00:02 2020
78,Assam,West Karbi Anglong,13,0,Sat Jun  6 09:00:02 2020
79,Bihar,Araria,67,0,Sat Jun  6 09:00:02 2020
80,Bihar,Arwal,52,0,Sat Jun  6 09:00:02 2020
81,Bihar,Aurangabad,81,0,Sat Jun  6 09:00:02 2020
82,Bihar,Banka,128,0,Sat Jun  6 09:00:02 2020
83,Bihar,Begusarai,254,0,Sat Jun  6 09:00:02 2020
84,Bihar,Bhagalpur,217,0,Sat Jun  6 09:00:02 2020
85,Bihar,Bhojpur,99,0,Sat Jun  6 09:00:02 2020
86,Bihar,Buxar,123,0,Sat Jun  6 09:00:02 2020
87,Bihar,Darbhanga,125,0,Sat Jun  6 09:00:02 2020
88,Bihar,East Champaran,119,0,Sat Jun  6 09:00:02 2020
89,Bihar,Gaya,105,0,Sat Jun  6 09:00:02 2020
90,Bihar,Gopalganj,129,0,Sat Jun  6 09:00:02 2020
91,Bihar,Jamui,45,0,Sat Jun  6 09:00:02 2020
92,Bihar,Jehanabad,176,0,Sat Jun  6 09:00:02 2020
93,Bihar,Kaimur,94,0,Sat Jun  6 09:00:02 2020
94,Bihar,Katihar,167,0,Sat Jun  6 09:00:02 2020
95,Bihar,Khagaria,273,0,Sat Jun  6 09:00:02 2020
96,Bihar,Kishanganj,84,0,Sat Jun  6 09:00:02 2020
97,Bihar,Lakhisarai,67,0,Sat Jun  6 09:00:02 2020
98,Bihar,Madhepura,97,0,Sat Jun  6 09:00:02 2020
99,Bihar,Madhubani,201,0,Sat Jun  6 09:00:02 2020
100,Bihar,Munger,167,0,Sat Jun  6 09:00:02 2020
101,Bihar,Muzaffarpur,76,0,Sat Jun  6 09:00:02 2020
102,Bihar,Nalanda,120,0,Sat Jun  6 09:00:02 2020
103,Bihar,Nawada,113,0,Sat Jun  6 09:00:02 2020
104,Bihar,Patna,268,0,Sat Jun  6 09:00:02 2020
105,Bihar,Purnia,120,0,Sat Jun  6 09:00:02 2020
106,Bihar,Rohtas,230,0,Sat Jun  6 09:00:02 2020
107,Bihar,Saharsa,77,0,Sat Jun  6 09:00:02 2020
108,Bihar,Samastipur,105,0,Sat Jun  6 09:00:02 2020
109,Bihar,Saran,90,0,Sat Jun  6 09:00:02 2020
110,Bihar,Sheikhpura,108,0,Sat Jun  6 09:00:02 2020
111,Bihar,Sheohar,21,0,Sat Jun  6 09:00:02 2020
112,Bihar,Sitamarhi,65,0,Sat Jun  6 09:00:02 2020
113,Bihar,Siwan,108,0,Sat Jun  6 09:00:02 2020
114,Bihar,Supaul,90,0,Sat Jun  6 09:00:02 2020
115,Bihar,Vaishali,85,0,Sat Jun  6 09:00:02 2020
116,Bihar,West Champaran,52,0,Sat Jun  6 09:00:02 2020
117,Chandigarh,Chandigarh,309,0,Sat Jun  6 09:00:02 2020
118,Chhattisgarh,Balod,37,0,Sat Jun  6 09:00:02 2020
119,Chhattisgarh,Baloda Bazar,81,0,Sat Jun  6 09:00:02 2020
120,Chhattisgarh,Balrampur,18,0,Sat Jun  6 09:00:02 2020
121,Chhattisgarh,Bametara,20,0,Sat Jun  6 09:00:02 2020
122,Chhattisgarh,Bastar,3,0,Sat Jun  6 09:00:02 2020
123,Chhattisgarh,Bijapur,0,0,Sat Jun  6 09:00:02 2020
124,Chhattisgarh,Bilaspur,98,0,Sat Jun  6 09:00:02 2020
125,Chhattisgarh,Dakshin Bastar Dantewada,0,0,Sat Jun  6 09:00:02 2020
126,Chhattisgarh,Dhamtari,6,0,Sat Jun  6 09:00:02 2020
127,Chhattisgarh,Durg,17,0,Sat Jun  6 09:00:02 2020
128,Chhattisgarh,Gariaband,10,0,Sat Jun  6 09:00:02 2020
